t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,s1,s2,s3,s4,tau1,tau2,tau3,tau4,sat1,sat2,sat3,sat4,a1_hat,a2_hat,a3_hat,a4_hat,b1_hat,b2_hat,b3_hat,b4_hat
0.720000,0.318588,0.088460,0.519969,0.433720,0.181443,-0.841532,-0.882022,4.800000,0.427604,0.118543,0.734776,1.282951,0.468325,0.380305,0.438857,0.347023,-0.831965,-1.372253,-3.468952,-16.777798,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000042,1.021959,1.002006,0.500000,0.200000,0.084549,0.200000,0.200000
0.730000,0.318588,0.088460,0.519969,0.433720,0.181443,-0.841532,-0.882022,4.800000,0.432263,0.122308,0.739132,1.286360,0.463431,0.372778,0.432347,0.334819,-0.850364,-1.383553,-3.506003,-16.850826,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000042,1.021875,1.000194,0.500000,0.200000,0.099114,0.200000,0.200000
0.740000,0.326709,0.067586,0.526629,0.481720,1.335839,-3.111446,1.922755,4.800000,0.436873,0.125998,0.743423,1.289647,0.458493,0.365206,0.425775,0.322538,0.326524,-3.768715,-0.670965,-15.720716,-1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000042,1.021789,0.998362,0.500000,0.200000,0.114113,0.200000,0.200000
0.750000,0.345415,0.040730,0.541363,0.529340,2.281670,-2.330603,1.042397,4.800000,0.441433,0.129612,0.747648,1.292810,0.453514,0.357591,0.419142,0.310183,1.348067,-3.132608,-1.439596,-14.596928,-1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000042,1.021911,0.996314,0.500000,0.193409,0.163654,0.200000,0.200000
0.760000,0.345415,0.040730,0.541363,0.529340,2.281670,-2.330603,1.042397,4.800000,0.445943,0.133150,0.751806,1.295850,0.448494,0.349936,0.412449,0.297757,1.330537,-3.142641,-1.474483,-14.660496,-1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000043,1.021976,0.994356,0.500000,0.168237,0.200000,0.200000,0.200000
0.770000,0.358759,0.021726,0.547138,0.577340,0.612835,-1.529835,0.180569,4.800000,0.450403,0.136611,0.755897,1.298765,0.443434,0.342242,0.405698,0.285264,-0.288819,-2.446504,-2.312711,-13.520881,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000044,1.022040,0.992376,0.500000,0.142927,0.200000,0.200000,0.200000
0.780000,0.358928,0.011899,0.543097,0.625340,-0.410014,-0.512390,-0.905555,4.800000,0.454811,0.139995,0.759920,1.301555,0.438336,0.334512,0.398888,0.272706,-1.327770,-1.487381,-3.472671,-12.378071,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000044,1.022046,0.990316,0.500000,0.148135,0.200000,0.200000,0.200000
0.790000,0.358928,0.011899,0.543097,0.625340,-0.410014,-0.512390,-0.905555,4.800000,0.459169,0.143301,0.763874,1.304219,0.433199,0.326748,0.392022,0.260088,-1.344422,-1.496149,-3.505351,-12.432054,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000044,1.022004,0.988416,0.500000,0.172507,0.200000,0.200000,0.200000
0.800000,0.363942,0.012387,0.528108,0.673340,1.145666,0.484504,-1.957113,4.800000,0.463475,0.146530,0.767760,1.306757,0.428025,0.318952,0.385101,0.247412,0.219973,-0.505160,-4.738729,-11.282817,-0.960132,1.200000,1.200000,1.200000,0,1,1,1,1.000045,1.021962,0.986498,0.500000,0.197632,0.200000,0.200000,0.200000
0.810000,0.381454,0.022281,0.503564,0.720664,2.150302,1.383812,-2.913121,4.800000,0.467730,0.149680,0.771576,1.309167,0.422816,0.311126,0.378125,0.234683,1.296108,0.435692,-5.971368,-10.147265,-1.200000,-1.200000,1.200000,1.200000,1,1,1,1,1.000045,1.021929,0.984789,0.500000,0.193559,0.200000,0.200000,0.200000
0.820000,0.381454,0.022281,0.503564,0.720664,2.150302,1.383812,-2.913121,4.800000,0.471932,0.152752,0.775322,1.311450,0.417572,0.303272,0.371095,0.221903,1.280343,0.428186,-6.001800,-10.191559,-1.200000,-1.200000,1.200000,1.200000,1,1,1,1,1.000046,1.021974,0.983474,0.500000,0.171416,0.191738,0.200000,0.200000
0.830000,0.394037,0.040787,0.469379,0.768664,0.553804,2.228230,-3.833699,4.800000,0.476081,0.155745,0.778998,1.313605,0.412293,0.295393,0.364014,0.209076,-0.268711,1.358044,-7.293899,-9.032606,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,1.000047,1.022018,0.982145,0.500000,0.149140,0.183555,0.200000,0.200000
0.840000,0.391373,0.050441,0.446934,0.816664,-0.855712,-0.041985,-0.932719,4.800000,0.480177,0.158660,0.782602,1.315632,0.406982,0.287490,0.356881,0.196206,-1.706715,-0.870568,-4.646283,-7.870397,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000047,1.022218,0.981094,0.500000,0.153560,0.159919,0.200000,0.200000
0.850000,0.391373,0.050441,0.446934,0.816664,-0.855712,-0.041985,-0.932719,4.800000,0.484220,0.161495,0.786135,1.317529,0.401639,0.279566,0.349699,0.183296,-1.721587,-0.876820,-4.674431,-7.904926,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000047,1.022159,0.978970,0.500000,0.182608,0.174346,0.200000,0.200000
0.860000,0.390818,0.037935,0.453068,0.864664,0.589790,-2.247308,1.924135,4.800000,0.488210,0.164251,0.789596,1.319297,0.396264,0.271623,0.342468,0.170349,-0.293434,-3.150511,-1.783611,-6.736185,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000048,1.022099,0.976829,0.500000,0.200000,0.188986,0.200000,0.200000
0.870000,0.406049,0.021296,0.466472,0.910717,2.234108,-1.264716,0.963701,3.997063,0.492146,0.166928,0.792984,1.320936,0.390860,0.263663,0.335190,0.157370,1.412764,-2.256534,-2.636613,-6.415779,-1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000048,1.022148,0.974239,0.500000,0.200000,0.200000,0.200000,0.200000
0.880000,0.406049,0.021296,0.466472,0.910717,2.234108,-1.264716,0.963701,3.997063,0.496027,0.169524,0.796300,1.322445,0.385427,0.255688,0.327865,0.144361,1.398790,-2.261543,-2.662441,-6.440487,-1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000049,1.022126,0.971906,0.500000,0.176793,0.200000,0.200000,0.200000
0.890000,0.435320,0.015581,0.467736,0.958717,3.414091,-0.100103,-0.343106,4.800000,0.499854,0.172041,0.799542,1.323823,0.379965,0.247700,0.320495,0.131325,2.711456,-1.130104,-3.981654,-4.458975,-1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000050,1.022104,0.969554,0.500000,0.153424,0.200000,0.200000,0.200000
0.900000,0.458607,0.020282,0.458881,1.006263,1.455024,0.933787,-1.377764,4.800000,0.503626,0.174478,0.802709,1.325071,0.374477,0.239702,0.313082,0.118268,0.855450,-0.076896,-5.129129,-3.288476,-1.200000,0.233608,1.200000,1.200000,1,0,1,1,1.000054,1.022051,0.967650,0.500000,0.115321,0.200000,0.200000,0.200000
0.910000,0.458607,0.020282,0.458881,1.006263,1.455024,0.933787,-1.377764,4.800000,0.507343,0.176835,0.805803,1.326188,0.368963,0.231695,0.305625,0.105191,0.842378,-0.080674,-5.152608,-3.303332,-1.200000,0.252754,1.200000,1.200000,1,0,1,1,1.000054,1.022044,0.965759,0.500000,0.105063,0.200000,0.200000,0.200000
0.920000,0.464404,0.036279,0.438129,1.054263,-0.013830,2.194576,-2.719259,4.800000,0.511005,0.179112,0.808822,1.327175,0.363424,0.223683,0.298127,0.092099,-0.610261,1.256726,-6.724318,-2.114902,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,1.000055,1.022036,0.963855,0.500000,0.094741,0.200000,0.200000,0.200000
0.930000,0.457553,0.057517,0.412955,1.100936,-1.220588,1.898046,-2.346112,3.801288,0.514612,0.181309,0.811765,1.328030,0.357861,0.215666,0.290589,0.078995,-1.863744,1.063422,-6.624808,-1.955053,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,1.000055,1.022220,0.962488,0.500000,0.102021,0.176428,0.200000,0.200000
0.940000,0.454352,0.065209,0.400868,1.147410,0.362159,-0.196062,0.186642,4.800000,0.518163,0.183425,0.814633,1.328755,0.352276,0.207647,0.283011,0.065882,-0.309170,-0.994793,-4.234027,0.200505,1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000056,1.022381,0.961032,0.500000,0.125994,0.158676,0.200000,0.200000
0.950000,0.454352,0.065209,0.400868,1.147410,0.362159,-0.196062,0.186642,4.800000,0.521657,0.185462,0.817426,1.329348,0.346668,0.199629,0.275396,0.052765,-0.321037,-0.996957,-4.254332,0.198791,1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000056,1.022304,0.958533,0.500000,0.130145,0.174568,0.200000,0.181556
0.960000,0.466492,0.051273,0.420253,1.195410,1.948173,-2.361837,3.295366,4.800000,0.525096,0.187418,0.820141,1.329810,0.341040,0.191613,0.267744,0.039646,1.314113,-3.234176,-0.971257,1.400358,-1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000056,1.022227,0.956020,0.500000,0.134532,0.190537,0.200000,0.163262
0.970000,0.492704,0.012449,0.467802,1.153507,3.075857,-3.937091,4.800000,-4.800000,0.528478,0.189294,0.822780,1.330141,0.335393,0.183601,0.260057,0.026530,2.561595,-5.004918,0.990162,-9.242372,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000057,1.022258,0.953495,0.500000,0.117867,0.200000,0.200000,0.068048
0.980000,0.510185,-0.026670,0.515780,1.105633,0.677191,-3.928200,4.800000,-4.733912,0.531804,0.191090,0.825342,1.330341,0.329726,0.175596,0.252336,0.013419,0.239369,-5.192595,1.452039,-10.365017,-1.177585,1.200000,-1.200000,1.200000,0,1,1,1,1.000060,1.022710,0.951537,0.500000,0.091521,0.200000,0.124553,0.200000
0.990000,0.510185,-0.026670,0.515780,1.105633,0.677191,-3.928200,4.800000,-4.733912,0.535073,0.192806,0.827827,1.330409,0.324042,0.167600,0.244581,0.000318,0.228708,-5.193179,1.434947,-10.353633,-1.124474,1.200000,-1.200000,1.200000,0,1,1,1,1.000060,1.023295,0.949632,0.500000,0.089425,0.200000,0.027325,0.200000
1.000000,0.506734,-0.035218,0.518660,1.145491,-1.168371,0.701858,-1.162113,4.800000,0.538284,0.194442,0.830234,1.330347,0.318342,0.159615,0.236795,-0.012771,-1.644465,-0.606056,-4.514643,0.191359,1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000060,1.023878,0.947711,0.500000,0.087373,0.200000,0.000000,0.200000
1.010000,0.486074,-0.010670,0.492631,1.193491,-2.763267,3.885029,-3.803931,4.800000,0.541439,0.195998,0.832563,1.330154,0.312626,0.151642,0.228979,-0.025843,-3.352719,2.700044,-7.432228,1.409258,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000061,1.023849,0.945746,0.500000,0.103032,0.200000,0.200000,0.182362
1.020000,0.486074,-0.010670,0.492631,1.193491,-2.763267,3.885029,-3.803931,4.800000,0.544537,0.197475,0.834813,1.329830,0.306896,0.143684,0.221133,-0.038896,-3.362477,2.700618,-7.446889,1.430404,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000065,1.024344,0.945812,0.500000,0.142557,0.136010,0.200000,0.086793
1.030000,0.472810,0.011573,0.473031,1.204041,-0.182927,1.118249,-1.307885,1.215919,0.547577,0.198872,0.836985,1.329376,0.301152,0.135743,0.213260,-0.051925,-0.857916,0.046010,-5.160687,-1.865542,1.200000,-0.425485,1.200000,1.200000,1,0,1,1,1.000069,1.024841,0.945874,0.500000,0.182854,0.072037,0.200000,0.000000
1.040000,0.479384,-0.010594,0.498118,1.179409,1.313589,-4.308149,4.800000,-4.800000,0.550560,0.200190,0.839078,1.328792,0.295396,0.127822,0.205360,-0.064928,0.662312,-5.489889,1.185040,-8.469638,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000069,1.024846,0.943953,0.500000,0.194435,0.071050,0.200000,0.114972
1.050000,0.479384,-0.010594,0.498118,1.179409,1.313589,-4.308149,4.800000,-4.800000,0.553485,0.201429,0.841092,1.328078,0.289629,0.119921,0.197435,-0.077901,0.653454,-5.488182,1.172826,-8.438811,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000069,1.025476,0.941796,0.500000,0.185808,0.200000,0.114323,0.200000
1.060000,0.503100,-0.049590,0.536323,1.196775,3.282582,-3.927908,3.812784,4.800000,0.556352,0.202588,0.843027,1.327234,0.283851,0.112044,0.189486,-0.090839,2.732470,-5.300842,0.556253,1.629358,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000070,1.026105,0.939629,0.500000,0.177181,0.200000,0.029242,0.200000
1.070000,0.524963,-0.071120,0.560059,1.244775,1.235375,-0.692769,1.228148,4.800000,0.559162,0.203670,0.844882,1.326261,0.278065,0.104192,0.181514,-0.103741,0.786315,-2.170911,-1.801595,2.866583,-1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000073,1.026771,0.937684,0.500000,0.147118,0.200000,0.000000,0.096678
1.080000,0.525391,-0.071072,0.576821,1.235935,-0.652400,0.567920,-0.590043,0.445017,0.561914,0.204672,0.846657,1.325159,0.272270,0.096366,0.173521,-0.116602,-1.107285,-0.907168,-3.461926,-1.668984,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000074,1.026816,0.935612,0.500000,0.140056,0.200000,0.109167,0.000000
1.090000,0.525391,-0.071072,0.576821,1.235935,-0.652400,0.567920,-0.590043,0.445017,0.564607,0.205597,0.848352,1.323929,0.266469,0.088570,0.165507,-0.129419,-1.114952,-0.903996,-3.470864,-1.625413,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000074,1.026793,0.933746,0.500000,0.150129,0.200000,0.200000,0.070565
1.100000,0.512370,-0.075109,0.580513,1.231087,-1.824298,-1.190343,1.145840,-1.231998,0.567243,0.206444,0.849967,1.322571,0.260661,0.080806,0.157475,-0.142188,-2.359324,-2.678915,-1.706178,-3.376919,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000074,1.026770,0.931876,0.500000,0.160444,0.200000,0.200000,0.137871
1.110000,0.512370,-0.075109,0.580513,1.231087,-1.824298,-1.190343,1.145840,-1.231998,0.569821,0.207213,0.851502,1.321085,0.254848,0.073074,0.149425,-0.154907,-2.366399,-2.675030,-1.713473,-3.327062,1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000076,1.026879,0.929810,0.500000,0.185690,0.200000,0.200000,0.200000
1.120000,0.507095,-0.070204,0.581180,1.270923,0.510481,1.305834,0.355079,4.800000,0.572340,0.207905,0.852956,1.319473,0.249032,0.065377,0.141358,-0.167571,-0.064777,-0.150089,-2.504038,3.753825,0.429272,0.743733,1.200000,-1.200000,0,0,1,1,1.000078,1.026987,0.927741,0.500000,0.200000,0.200000,0.200000,0.200000
1.130000,0.524771,-0.054155,0.577068,1.314507,2.768603,2.264930,-0.399307,4.800000,0.574801,0.208521,0.854329,1.317734,0.243213,0.057717,0.133277,-0.180178,2.275241,0.893836,-3.305190,4.899488,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000078,1.026979,0.926490,0.500000,0.200000,0.200000,0.200000,0.121457
1.140000,0.524771,-0.054155,0.577068,1.314507,2.768603,2.264930,-0.399307,4.800000,0.577204,0.209060,0.855621,1.315870,0.237392,0.050096,0.125182,-0.192723,2.269046,0.898762,-3.310018,4.958648,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000080,1.027068,0.925868,0.500000,0.177550,0.175489,0.200000,0.131206
1.150000,0.550647,-0.054557,0.579200,1.313860,2.319508,-1.114351,0.919499,-1.063577,0.579549,0.209523,0.856833,1.313880,0.231571,0.042515,0.117075,-0.205205,1.943427,-2.477264,-1.973907,-0.858881,-1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000083,1.027159,0.925246,0.500000,0.154879,0.150932,0.200000,0.146939
1.160000,0.550647,-0.054557,0.579200,1.313860,2.319508,-1.114351,0.919499,-1.063577,0.581836,0.209910,0.857963,1.311766,0.225749,0.034977,0.108957,-0.217618,1.937815,-2.471664,-1.977090,-0.793613,-1.200000,1.200000,1.200000,1.200000,1,1,1,1,1.000085,1.027219,0.923171,0.500000,0.140262,0.200000,0.200000,0.143423
1.170000,0.555544,-0.091970,0.612752,1.284609,-0.639225,-4.800000,4.303363,-3.713010,0.584064,0.210223,0.859012,1.309528,0.219930,0.027484,0.100829,-0.229961,-1.001755,-6.338446,1.739935,-4.106016,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000086,1.027279,0.921095,0.500000,0.125469,0.200000,0.200000,0.139138
1.180000,0.535118,-0.120231,0.640692,1.314099,-3.222256,-1.783057,2.741724,4.800000,0.586234,0.210460,0.859979,1.307167,0.214112,0.020036,0.092692,-0.242229,-3.691949,-3.456550,0.456162,5.215538,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000087,1.028411,0.919553,0.500000,0.132732,0.200000,0.110796,0.171412
1.190000,0.518451,-0.119096,0.654940,1.362099,-0.358317,1.670063,0.364624,4.800000,0.588346,0.210624,0.860865,1.304684,0.208299,0.012637,0.084549,-0.254421,-0.916092,0.008829,-1.779177,6.489812,1.200000,0.044576,1.200000,-1.200000,1,0,1,1,1.000092,1.028722,0.918322,0.501320,0.167414,0.200000,0.089944,0.200000
1.200000,0.518451,-0.119096,0.654940,1.362099,-0.358317,1.670063,0.364624,4.800000,0.590400,0.210713,0.861670,1.302079,0.202489,0.005288,0.076399,-0.266531,-0.920553,0.015731,-1.779075,6.567043,1.200000,0.008653,1.200000,-1.200000,1,0,1,1,1.000092,1.028723,0.917528,0.500545,0.177633,0.199707,0.166228,0.200000
1.210000,0.529874,-0.093891,0.656430,1.365267,2.048050,3.260195,-2.560262,2.002275,0.592396,0.210729,0.862393,1.299353,0.196686,-0.002010,0.068245,-0.278557,1.538753,1.739104,-4.688138,3.928675,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000092,1.028724,0.916736,0.500000,0.187984,0.199186,0.200000,0.200000
1.220000,0.529874,-0.093891,0.656430,1.365267,2.048050,3.260195,-2.560262,2.002275,0.594334,0.210673,0.863035,1.296508,0.190889,-0.009255,0.060088,-0.290497,1.534861,1.746631,-4.686398,4.011748,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000093,1.028921,0.916407,0.500000,0.172311,0.146279,0.200000,0.200000
1.230000,0.556599,-0.078490,0.642921,1.372948,3.179571,0.202894,-0.327547,-0.079570,0.596214,0.210545,0.863595,1.293544,0.185100,-0.016445,0.051929,-0.302346,2.796399,-1.225835,-2.586223,2.207891,-1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000095,1.029119,0.916080,0.500000,0.156557,0.093407,0.200000,0.200000
1.240000,0.556599,-0.078490,0.642921,1.372948,3.179571,0.202894,-0.327547,-0.079570,0.598036,0.210344,0.864074,1.290461,0.179319,-0.023578,0.043770,-0.314101,2.793069,-1.217701,-2.582848,2.296704,-1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000098,1.029111,0.914622,0.500000,0.135127,0.128434,0.200000,0.200000
1.250000,0.565849,-0.104312,0.662334,1.356939,-0.521324,-4.800000,3.674651,-2.876215,0.599800,0.210073,0.864471,1.287262,0.173548,-0.030653,0.035611,-0.325761,-0.864628,-6.341273,1.617675,-0.808532,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000102,1.029103,0.913167,0.500000,0.113537,0.163032,0.200000,0.200000
1.260000,0.565849,-0.104312,0.662334,1.356939,-0.521324,-4.800000,3.674651,-2.876215,0.601507,0.209732,0.864786,1.283946,0.167788,-0.037668,0.027454,-0.337320,-0.867401,-6.332550,1.622678,-0.714085,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000102,1.030272,0.911743,0.500000,0.119473,0.200000,0.133450,0.166564
1.270000,0.549149,-0.152312,0.698431,1.327948,-2.570692,-4.800000,3.525803,-2.985849,0.603156,0.209320,0.865020,1.280516,0.162039,-0.044621,0.019301,-0.348778,-3.002767,-6.563539,1.840615,-1.451266,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000102,1.031438,0.910323,0.500000,0.125477,0.200000,0.066856,0.135685
1.280000,0.549149,-0.152312,0.698431,1.327948,-2.570692,-4.800000,3.525803,-2.985849,0.604748,0.208839,0.865172,1.276971,0.156304,-0.051511,0.011152,-0.360129,-3.004989,-6.554245,1.847241,-1.351299,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.000105,1.032845,0.909287,0.500000,0.151425,0.200000,0.004820,0.091144
1.290000,0.541405,-0.169582,0.698966,1.368248,0.695795,-0.033826,-1.235926,4.800000,0.606282,0.208290,0.865243,1.273314,0.150582,-0.058336,0.003010,-0.371372,0.220828,-1.864850,-2.901699,7.544739,-1.026518,1.200000,1.200000,-1.200000,0,1,1,1,1.000108,1.034248,0.908258,0.500000,0.177526,0.200000,0.000000,0.046968
1.300000,0.565236,-0.150860,0.673779,1.416248,3.679493,3.424218,-3.585490,4.800000,0.607760,0.207673,0.865232,1.269544,0.144875,-0.065096,-0.005126,-0.382504,3.322002,1.696649,-5.494893,8.850108,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.000109,1.034344,0.906419,0.500000,0.175429,0.200000,0.096671,0.200000
1.310000,0.584875,-0.120695,0.668205,1.385983,0.658382,3.513931,0.527203,-4.800000,0.609180,0.206988,0.865140,1.265664,0.139183,-0.071787,-0.013253,-0.393521,0.397674,1.947299,-1.428902,-1.398502,-1.200000,-1.200000,1.200000,1.200000,1,1,1,1,1.000113,1.034508,0.906121,0.500000,0.151677,0.141378,0.200000,0.200000
1.320000,0.584875,-0.120695,0.668205,1.385983,0.658382,3.513931,0.527203,-4.800000,0.610543,0.206237,0.864967,1.261674,0.133509,-0.078409,-0.021370,-0.404421,0.396532,1.957676,-1.419054,-1.287857,-1.200000,-1.200000,1.200000,1.200000,1,1,1,1,1.000114,1.034717,0.906831,0.503709,0.149603,0.080364,0.200000,0.104860
1.330000,0.578878,-0.106266,0.670635,1.368159,-1.369717,-0.844642,0.562966,-0.573207,0.611850,0.205420,0.864713,1.257576,0.127852,-0.084961,-0.029475,-0.415200,-1.662427,-2.318114,-1.348339,2.606567,1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000114,1.034927,0.907553,0.507332,0.147527,0.019432,0.200000,0.014397
1.340000,0.578878,-0.106266,0.670635,1.368159,-1.369717,-0.844642,0.562966,-0.573207,0.613100,0.204538,0.864378,1.253370,0.122214,-0.091440,-0.037568,-0.425857,-1.663041,-2.307224,-1.336894,2.722359,1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000115,1.035024,0.905890,0.503044,0.157259,0.087745,0.200000,0.180163
1.350000,0.549402,-0.121922,0.680360,1.400807,-4.268676,-2.426441,1.788198,4.800000,0.614294,0.203592,0.863962,1.249059,0.116595,-0.097846,-0.045648,-0.436388,-4.709732,-3.956164,-0.002172,9.030083,1.200000,1.200000,0.036758,-1.200000,1,1,0,1,1.000116,1.035120,0.904235,0.500000,0.167015,0.155235,0.200000,0.200000
1.360000,0.525037,-0.148358,0.720774,1.374257,-0.742476,-2.541934,1.823541,-1.187064,0.615432,0.202582,0.863465,1.244643,0.110998,-0.104177,-0.053712,-0.446790,-1.305451,-4.192452,0.450345,2.500065,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000124,1.035565,0.902982,0.503403,0.200000,0.200000,0.200000,0.200000
1.370000,0.525037,-0.148358,0.720774,1.374257,-0.742476,-2.541934,1.823541,-1.187064,0.616514,0.201509,0.862887,1.240124,0.105422,-0.110432,-0.061760,-0.457061,-1.305286,-4.180832,0.464167,2.623320,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.000124,1.036100,0.901542,0.500000,0.200000,0.200000,0.187632,0.200000
1.380000,0.533215,-0.166888,0.733193,1.364633,1.796546,-1.271645,0.783343,-0.746384,0.617541,0.200373,0.862230,1.235502,0.099868,-0.116610,-0.069790,-0.467199,1.275051,-2.991343,-0.437236,2.949077,-1.200000,1.200000,1.200000,-1.200000,1,1,1,1,1.000125,1.036632,0.900112,0.500000,0.200000,0.200000,0.175012,0.200000
1.390000,0.563967,-0.162852,0.728701,1.364381,4.044900,1.786326,-1.462545,0.590354,0.618512,0.199177,0.861492,1.230780,0.094338,-0.122709,-0.077801,-0.477199,3.677839,0.098894,-2.712653,4.407580,-1.200000,-0.341698,1.200000,-1.200000,1,0,1,1,1.000125,1.036916,0.898689,0.500000,0.186701,0.200000,0.185686,0.200000
1.400000,0.563967,-0.162852,0.728701,1.364381,4.044900,1.786326,-1.462545,0.590354,0.619428,0.197919,0.860674,1.225959,0.088833,-0.128728,-0.085793,-0.487061,3.678766,0.111200,-2.696483,4.537977,-1.200000,-0.411322,1.200000,-1.200000,1,0,1,1,1.000132,1.036946,0.898030,0.500000,0.159702,0.196662,0.200000,0.200000
1.410000,0.575997,-0.145683,0.715936,1.372130,-0.505870,1.621919,-1.129235,0.851219,0.620289,0.196602,0.859776,1.221040,0.083353,-0.134666,-0.093762,-0.496781,-0.810683,0.045157,-2.473875,5.125258,1.200000,-0.113065,1.200000,-1.200000,1,0,1,1,1.000138,1.036977,0.897381,0.500000,0.132763,0.192937,0.200000,0.200000
1.420000,0.558438,-0.149703,0.717597,1.368633,-2.723569,-2.019394,1.253095,-1.249919,0.621095,0.195226,0.858799,1.216024,0.077899,-0.140521,-0.101709,-0.506357,-3.114750,-3.603522,-0.057207,3.071659,1.200000,1.200000,0.619658,-1.200000,1,1,0,1,1.000138,1.036979,0.896482,0.500000,0.137705,0.191513,0.200000,0.200000
1.430000,0.558438,-0.149703,0.717597,1.368633,-2.723569,-2.019394,1.253095,-1.249919,0.621847,0.193792,0.857742,1.210913,0.072473,-0.146293,-0.109631,-0.515787,-3.113083,-3.590579,-0.038718,3.208859,1.200000,1.200000,0.430506,-1.200000,1,1,0,1,1.000141,1.037380,0.895131,0.500000,0.162074,0.200000,0.200000,0.200000
