t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,s1,s2,s3,s4,tau1,tau2,tau3,tau4,sat1,sat2,sat3,sat4,a1_hat,a2_hat,a3_hat,a4_hat,b1_hat,b2_hat,b3_hat,b4_hat
12.790000,0.693712,-0.835117,0.129310,1.208415,-0.054900,-3.574963,3.546113,-4.800000,0.656146,-0.802403,0.010413,1.047895,0.347723,0.391600,-0.448383,-0.647932,-0.214792,-4.130134,5.183471,-0.139092,1.085303,1.200000,-1.200000,1.200000,0,1,1,1,1.001984,1.323792,1.997858,2.000000,0.035518,0.121714,0.000000,0.200000
12.800000,0.693712,-0.835117,0.129310,1.208415,-0.054900,-3.574963,3.546113,-4.800000,0.659605,-0.798451,0.005957,1.041393,0.344084,0.398730,-0.442639,-0.652487,-0.228448,-4.157023,5.222278,0.028019,1.154035,1.200000,-1.200000,-1.200000,0,1,1,1,1.001984,1.326133,2.000000,2.000000,0.036204,0.167573,0.169744,0.187034
12.810000,0.669360,-0.880694,0.176112,1.160415,-4.299420,-4.800000,4.800000,-4.800000,0.663027,-0.794429,0.001560,1.034846,0.340379,0.405774,-0.436831,-0.656852,-4.608135,-5.637102,6.982351,-1.003944,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.001985,1.328489,2.000000,2.000000,0.036997,0.200000,0.200000,0.189740
12.820000,0.652811,-0.916408,0.209647,1.112415,0.411841,-2.566501,2.196812,-4.800000,0.666412,-0.790336,-0.002779,1.028257,0.336609,0.412729,-0.430961,-0.661026,0.007228,-3.609588,4.752030,-2.035031,-0.012578,1.200000,-1.200000,1.200000,0,1,1,1,1.001993,1.332490,2.000000,2.000000,0.065449,0.200000,0.200000,0.113519
12.830000,0.652811,-0.916408,0.209647,1.112415,0.411841,-2.566501,2.196812,-4.800000,0.669759,-0.786175,-0.007059,1.021626,0.332774,0.419593,-0.425029,-0.665008,-0.005672,-3.637261,4.788898,-1.865291,0.052685,1.200000,-1.200000,1.200000,0,1,1,1,1.001993,1.334531,2.000000,2.000000,0.065391,0.200000,0.200000,0.000983
12.840000,0.681174,-0.914909,0.182148,1.154140,4.761646,1.271974,-4.152896,4.800000,0.673068,-0.781945,-0.011279,1.014957,0.328874,0.426365,-0.419037,-0.668798,4.473303,0.180788,-1.799589,8.948357,-1.200000,-0.502406,1.200000,-1.200000,1,0,1,1,1.001993,1.336588,2.000000,2.000000,0.065438,0.200000,0.200000,0.000000
12.850000,0.681174,-0.914909,0.182148,1.154140,4.761646,1.271974,-4.152896,4.800000,0.676337,-0.777648,-0.015439,1.008251,0.324911,0.433044,-0.412985,-0.672393,4.460921,0.152624,-1.764039,9.119606,-1.200000,-0.357367,1.200000,-1.200000,1,0,1,1,1.002001,1.337000,1.999720,2.000000,0.039641,0.196055,0.115300,0.200000
12.860000,0.726622,-0.894005,0.134662,1.202140,4.366428,2.532048,-4.800000,4.800000,0.679566,-0.773284,-0.019539,1.001510,0.320885,0.439627,-0.406875,-0.675794,4.280827,1.488817,-2.851120,10.491535,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002010,1.337426,1.999455,2.000000,0.012811,0.192638,0.031020,0.200000
12.870000,0.741177,-0.895646,0.142559,1.161245,-0.791093,-1.195176,2.705119,-4.800000,0.682754,-0.768855,-0.023577,0.994736,0.316795,0.446114,-0.400708,-0.679000,-0.815771,-2.275240,4.767187,0.041716,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.002017,1.337281,1.998740,2.000000,0.005482,0.161574,0.000000,0.200000
12.880000,0.741177,-0.895646,0.142559,1.161245,-0.791093,-1.195176,2.705119,-4.800000,0.685901,-0.764362,-0.027553,0.987931,0.312644,0.452502,-0.394485,-0.682011,-0.827356,-2.304094,4.800724,0.214857,1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.002017,1.338454,2.000000,2.000000,0.005885,0.200000,0.196605,0.200000
12.890000,0.709472,-0.920671,0.186566,1.113245,-4.800000,-3.081427,4.800000,-4.800000,0.689007,-0.759806,-0.031466,0.981096,0.308430,0.458791,-0.388206,-0.684825,-5.006105,-4.344543,7.368526,-0.811470,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002017,1.339642,2.000000,2.000000,0.006485,0.200000,0.200000,0.200000
12.900000,0.690187,-0.939231,0.220486,1.065245,0.277772,-0.855623,2.258518,-4.800000,0.692070,-0.755187,-0.035317,0.974235,0.304155,0.464979,-0.381874,-0.687442,-0.035798,-2.240823,5.198421,-1.837315,0.188012,1.200000,-1.200000,1.200000,0,1,1,1,1.002028,1.342796,2.000000,2.000000,0.027121,0.200000,0.200000,0.135269
12.910000,0.690187,-0.939231,0.220486,1.065245,0.277772,-0.855623,2.258518,-4.800000,0.695090,-0.750506,-0.039104,0.967348,0.299820,0.471064,-0.375488,-0.689863,-0.046562,-2.270310,5.229904,-1.662728,0.242171,1.200000,-1.200000,1.200000,0,1,1,1,1.002028,1.343947,2.000000,2.000000,0.027345,0.200000,0.200000,0.026401
12.920000,0.717107,-0.921341,0.193782,1.107358,4.582731,2.883107,-4.037639,4.800000,0.698066,-0.745766,-0.042826,0.960438,0.295425,0.477045,-0.369051,-0.692085,4.382510,1.528184,-1.302506,9.165086,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002028,1.345114,2.000000,2.000000,0.027647,0.200000,0.200000,0.000000
12.930000,0.717107,-0.921341,0.193782,1.107358,4.582731,2.883107,-4.037639,4.800000,0.700998,-0.740966,-0.046484,0.953507,0.290969,0.482922,-0.362563,-0.694110,4.372305,1.498308,-1.272412,9.340390,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002035,1.345032,1.999574,2.000000,0.010098,0.158589,0.128749,0.200000
12.940000,0.764286,-0.884073,0.146535,1.155358,4.800000,4.161939,-4.800000,4.800000,0.703885,-0.736108,-0.050077,0.946557,0.286455,0.488691,-0.356026,-0.695937,4.815550,2.933420,-2.477848,10.715976,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002043,1.344962,1.999160,2.000000,0.000000,0.117091,0.058379,0.200000
12.950000,0.783596,-0.874589,0.159027,1.113106,-0.258343,-0.496762,3.441535,-4.800000,0.706727,-0.731192,-0.053605,0.939589,0.281883,0.494353,-0.349440,-0.697565,-0.155881,-1.708096,5.917291,0.235500,0.786537,1.200000,-1.200000,-1.200000,0,1,1,1,1.002052,1.344568,1.998458,2.000000,0.001498,0.045016,0.000000,0.200000
12.960000,0.783596,-0.874589,0.159027,1.113106,-0.258343,-0.496762,3.441535,-4.800000,0.709523,-0.726221,-0.057066,0.932606,0.277253,0.499906,-0.342807,-0.698994,-0.165230,-1.738506,5.945271,0.411503,0.833237,1.200000,-1.200000,-1.200000,0,1,1,1,1.002052,1.345380,2.000000,2.000000,0.001178,0.086398,0.200000,0.200000
12.970000,0.757964,-0.890040,0.205531,1.065106,-4.322201,-1.977888,4.800000,-4.800000,0.712272,-0.721195,-0.060461,0.925610,0.272566,0.505349,-0.336128,-0.700225,-4.366303,-3.327463,7.796048,-0.612359,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002052,1.346207,2.000000,2.000000,0.000871,0.129573,0.200000,0.200000
12.980000,0.734417,-0.897239,0.239489,1.017106,-0.846866,0.306262,2.261025,-4.800000,0.714974,-0.716114,-0.063788,0.918602,0.267822,0.510681,-0.329404,-0.701257,-1.017472,-1.110040,5.623203,-1.636138,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002060,1.348449,2.000000,2.000000,0.004722,0.200000,0.200000,0.148713
12.990000,0.734417,-0.897239,0.239489,1.017106,-0.846866,0.306262,2.261025,-4.800000,0.717628,-0.710981,-0.067049,0.911585,0.263023,0.515900,-0.322636,-0.702090,-1.025944,-1.140924,5.649037,-1.459882,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002061,1.348978,2.000000,2.000000,0.008194,0.200000,0.200000,0.045183
13.000000,0.748952,-0.868115,0.212837,1.059556,3.234737,4.012996,-4.024954,4.800000,0.720234,-0.705797,-0.070241,0.904561,0.258168,0.521005,-0.315825,-0.702724,3.120156,2.680401,-0.878344,9.377585,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002061,1.349521,2.000000,2.000000,0.011868,0.200000,0.200000,0.000000
13.010000,0.748952,-0.868115,0.212837,1.059556,3.234737,4.012996,-4.024954,4.800000,0.722791,-0.700562,-0.073365,0.897532,0.253260,0.525996,-0.308973,-0.703160,3.112279,2.649235,-0.853956,9.553761,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002065,1.348915,1.999697,2.000000,0.004718,0.128562,0.144724,0.200000
13.020000,0.794331,-0.821146,0.165606,1.107556,4.800000,4.800000,-4.800000,4.800000,0.725299,-0.695277,-0.076420,0.890499,0.248297,0.530871,-0.302081,-0.703398,4.896864,3.639787,-2.077656,10.929822,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002069,1.348318,1.999398,2.000000,0.000000,0.056304,0.090566,0.200000
13.030000,0.816602,-0.804333,0.177435,1.064960,0.275700,0.277937,3.312616,-4.800000,0.727757,-0.689945,-0.079407,0.883464,0.243281,0.535629,-0.295150,-0.703437,0.476644,-0.829632,6.176186,0.440829,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.002078,1.347838,1.998976,2.000000,0.009487,0.000000,0.000000,0.200000
13.040000,0.798875,-0.812217,0.223497,1.016960,-3.339070,-1.216163,4.800000,-4.800000,0.730164,-0.684565,-0.082323,0.876431,0.238213,0.540270,-0.288181,-0.703278,-3.233732,-2.394692,8.146383,-0.583486,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002078,1.348185,2.000000,2.000000,0.011402,0.018377,0.200000,0.200000
13.050000,0.798875,-0.812217,0.223497,1.016960,-3.339070,-1.216163,4.800000,-4.800000,0.732521,-0.679140,-0.085170,0.869399,0.233094,0.544793,-0.281175,-0.702922,-3.240395,-2.426341,8.167845,-0.408063,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002083,1.349550,2.000000,2.000000,0.004589,0.074822,0.200000,0.150794
13.060000,0.753549,-0.811212,0.257278,0.968960,-4.800000,1.184731,2.222637,-4.800000,0.734826,-0.673670,-0.087947,0.862373,0.227924,0.549195,-0.274134,-0.702369,-4.934311,-0.052174,5.949015,-1.432950,1.200000,-0.012655,-1.200000,1.200000,1,0,1,1,1.002088,1.350931,2.000000,2.000000,0.000000,0.133548,0.200000,0.114951
13.070000,0.753549,-0.811212,0.257278,0.968960,-4.800000,1.184731,2.222637,-4.800000,0.737079,-0.668156,-0.090653,0.855353,0.222703,0.553478,-0.267058,-0.701619,-4.940356,-0.084024,5.968999,-1.258198,1.200000,0.152883,-1.200000,1.200000,1,0,1,1,1.002097,1.351448,2.000000,2.000000,0.013255,0.134839,0.200000,0.018454
13.080000,0.728339,-0.773442,0.230160,1.011665,-0.771206,4.800000,-4.001240,4.800000,0.739280,-0.662600,-0.093288,0.848341,0.217434,0.557640,-0.259950,-0.700673,-1.043347,3.688153,-0.506818,9.583774,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002107,1.351979,2.000000,2.000000,0.027123,0.136971,0.200000,0.000000
13.090000,0.739441,-0.725442,0.185496,1.059665,2.551208,4.800000,-4.800000,4.800000,0.741428,-0.657004,-0.095852,0.841340,0.212116,0.561679,-0.252809,-0.699531,2.329158,3.896130,-1.733715,10.957662,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002108,1.351111,2.000000,2.000000,0.032802,0.054958,0.164579,0.200000
13.100000,0.739441,-0.725442,0.185496,1.059665,2.551208,4.800000,-4.800000,4.800000,0.743522,-0.651367,-0.098344,0.834351,0.206750,0.565596,-0.245639,-0.698194,2.324052,3.864030,-1.715963,11.131045,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002110,1.350359,1.999917,2.000000,0.022458,0.000000,0.058258,0.200000
13.110000,0.779411,-0.707490,0.196647,1.016774,4.800000,0.459545,3.180151,-4.800000,0.745563,-0.645692,-0.100764,0.827377,0.201337,0.569390,-0.238439,-0.696663,4.767903,-0.418834,6.392701,0.631593,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.002112,1.349615,1.999833,2.000000,0.011899,0.000000,0.000000,0.200000
13.120000,0.779411,-0.707490,0.196647,1.016774,4.800000,0.459545,3.180151,-4.800000,0.747549,-0.639980,-0.103112,0.820418,0.195878,0.573060,-0.231210,-0.694938,4.763431,-0.451065,6.408955,0.803823,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.002122,1.350122,2.000000,2.000000,0.008839,0.007358,0.200000,0.200000
13.130000,0.807151,-0.713584,0.242245,0.968774,1.220033,-1.031941,4.800000,-4.800000,0.749480,-0.634231,-0.105388,0.813478,0.190374,0.576606,-0.223955,-0.693021,1.318011,-2.005308,8.500283,-0.224596,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002131,1.350644,2.000000,2.000000,0.005355,0.015573,0.200000,0.200000
13.140000,0.802404,-0.710476,0.275957,0.920774,-1.781055,1.410976,2.210279,-4.800000,0.751356,-0.628448,-0.107591,0.806559,0.184825,0.580026,-0.216675,-0.690912,-1.710643,0.420811,6.262437,-1.253709,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.002131,1.351515,2.000000,2.000000,0.007938,0.054611,0.200000,0.179448
13.150000,0.802404,-0.710476,0.275957,0.920774,-1.781055,1.410976,2.210279,-4.800000,0.753176,-0.622631,-0.109722,0.799661,0.179233,0.583320,-0.209370,-0.688611,-1.714152,0.388433,6.276434,-1.083565,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.002133,1.351427,2.000000,2.000000,0.005529,0.046277,0.200000,0.090527
13.160000,0.770440,-0.671067,0.248934,0.963903,-4.281206,4.800000,-3.839568,4.800000,0.754941,-0.616782,-0.111779,0.792787,0.173598,0.586489,-0.202042,-0.686121,-4.377310,3.942085,-0.030401,9.764028,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.002134,1.351350,2.000000,2.000000,0.003235,0.038334,0.200000,0.009987
13.170000,0.745646,-0.625771,0.208227,1.011903,-1.097357,4.303973,-4.256265,4.800000,0.756648,-0.610902,-0.113762,0.785939,0.167921,0.589531,-0.194692,-0.683441,-1.320290,3.640095,-0.841676,11.132548,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002142,1.350874,2.000000,2.000000,0.011648,0.000000,0.197684,0.200000
13.180000,0.745646,-0.625771,0.208227,1.011903,-1.097357,4.303973,-4.256265,4.800000,0.758299,-0.604992,-0.115673,0.779119,0.162203,0.592445,-0.187321,-0.680574,-1.322825,3.607631,-0.829946,11.300186,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002142,1.350219,2.000000,2.000000,0.017535,0.000000,0.140204,0.200000
13.190000,0.749559,-0.597783,0.195943,0.978383,1.527825,2.369279,-0.818705,-4.800000,0.759892,-0.599053,-0.117509,0.772328,0.156445,0.595233,-0.179932,-0.677519,1.319714,1.780400,2.495745,1.028891,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.002143,1.349569,2.000000,2.000000,0.023500,0.000000,0.083331,0.200000
13.200000,0.777087,-0.589335,0.210421,0.930383,3.713831,-0.388541,3.292698,-4.800000,0.761428,-0.593088,-0.119271,0.765569,0.150647,0.597892,-0.172524,-0.674279,3.641481,-0.967668,6.762143,-0.005370,-1.200000,1.200000,-1.200000,-1.013171,1,1,1,0,1.002144,1.349162,2.000000,2.000000,0.018007,0.000000,0.200000,0.200000
13.210000,0.777087,-0.589335,0.210421,0.930383,3.713831,-0.388541,3.292698,-4.800000,0.762905,-0.587096,-0.120959,0.758843,0.144811,0.600423,-0.165099,-0.670854,3.639930,-1.000157,6.771600,0.159351,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.002149,1.349633,2.000000,2.000000,0.012738,0.011208,0.200000,0.199485
13.220000,0.799138,-0.595377,0.241385,0.882383,1.021371,-0.795299,2.948797,-4.800000,0.764324,-0.581080,-0.122573,0.752153,0.138938,0.602826,-0.157659,-0.667246,1.056506,-1.469610,6.746034,-0.876991,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002155,1.350115,2.000000,2.000000,0.007358,0.023442,0.200000,0.200000
13.230000,0.796016,-0.589719,0.256473,0.834383,-1.353837,1.680089,0.331712,-4.800000,0.765684,-0.575040,-0.124112,0.745499,0.133028,0.605100,-0.150205,-0.663457,-1.335203,1.001595,4.287774,-1.914439,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.002155,1.350647,2.000000,2.000000,0.008101,0.043262,0.200000,0.131191
13.240000,0.796016,-0.589719,0.256473,0.834383,-1.353837,1.680089,0.331712,-4.800000,0.766984,-0.568978,-0.125577,0.738884,0.127083,0.607246,-0.142738,-0.659486,-1.335760,0.969141,4.294954,-1.753038,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.002156,1.350406,2.000000,2.000000,0.007603,0.029670,0.200000,0.020707
13.250000,0.771042,-0.550087,0.213290,0.877927,-3.378467,4.637257,-4.800000,4.800000,0.768225,-0.562895,-0.126967,0.732310,0.121102,0.609263,-0.135259,-0.655337,-3.485487,4.092039,-1.262171,9.095758,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002157,1.350174,2.000000,2.000000,0.007120,0.015890,0.200000,0.000000
13.260000,0.771042,-0.550087,0.213290,0.877927,-3.378467,4.637257,-4.800000,4.800000,0.769406,-0.556793,-0.128282,0.725778,0.115088,0.611150,-0.127769,-0.651010,-3.485377,4.059641,-1.256509,9.254728,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002161,1.349743,2.000000,2.000000,0.014580,0.000000,0.110693,0.200000
13.270000,0.751233,-0.507144,0.165290,0.925927,-0.903673,4.015953,-4.800000,4.800000,0.770527,-0.550673,-0.129522,0.719290,0.109041,0.612908,-0.120271,-0.646507,-1.109185,3.620688,-1.731606,10.612418,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002166,1.349318,2.000000,2.000000,0.022033,0.000000,0.021644,0.200000
13.280000,0.753953,-0.495013,0.177008,0.882306,1.186973,-0.082360,3.222311,-4.800000,0.771587,-0.544536,-0.130688,0.712848,0.102963,0.614537,-0.112765,-0.641829,0.995842,-0.449286,6.412034,0.078266,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.002167,1.348848,2.000000,2.000000,0.026592,0.000000,0.000000,0.200000
13.290000,0.753953,-0.495013,0.177008,0.882306,1.186973,-0.082360,3.222311,-4.800000,0.772586,-0.538383,-0.131778,0.706454,0.096853,0.616037,-0.105252,-0.636978,0.996956,-0.481550,6.415422,0.233270,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.002167,1.348980,2.000000,2.000000,0.022785,0.003297,0.200000,0.200000
13.300000,0.776328,-0.505863,0.222745,0.834306,3.080886,-1.436126,4.800000,-4.800000,0.773524,-0.532215,-0.132793,0.700109,0.090713,0.617408,-0.097734,-0.631956,3.004191,-1.921775,8.453105,-0.813132,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002168,1.349121,2.000000,2.000000,0.018996,0.007142,0.200000,0.200000
13.310000,0.776328,-0.505863,0.222745,0.834306,3.080886,-1.436126,4.800000,-4.800000,0.774400,-0.526035,-0.133732,0.693816,0.084545,0.618650,-0.090211,-0.626765,3.005978,-1.953919,8.454981,-0.660979,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002171,1.349828,2.000000,2.000000,0.014388,0.025808,0.200000,0.135163
13.320000,0.794916,-0.505917,0.255498,0.786306,0.881349,1.158131,2.043464,-4.800000,0.775215,-0.519843,-0.134597,0.687575,0.078348,0.619763,-0.082687,-0.621406,0.901508,0.607996,6.027104,-1.710314,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.002175,1.350546,2.000000,2.000000,0.009885,0.046042,0.200000,0.080447
13.330000,0.792698,-0.469760,0.225605,0.830011,-1.081089,4.800000,-4.396902,4.800000,0.775967,-0.513640,-0.135386,0.681388,0.072125,0.620747,-0.075160,-0.615881,-1.069557,4.398655,-0.711830,9.131455,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002176,1.350410,2.000000,2.000000,0.010248,0.039353,0.200000,0.000000
13.340000,0.792698,-0.469760,0.225605,0.830011,-1.081089,4.800000,-4.396902,4.800000,0.776657,-0.507428,-0.136100,0.675258,0.065875,0.621602,-0.067634,-0.610191,-1.066758,4.366740,-0.712217,9.279028,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002176,1.350055,2.000000,2.000000,0.010002,0.004045,0.147537,0.200000
13.350000,0.772521,-0.423664,0.179027,0.878011,-2.741175,4.423720,-4.800000,4.800000,0.777284,-0.501208,-0.136739,0.669185,0.059601,0.622329,-0.060109,-0.604340,-2.824592,4.189112,-1.582233,10.624996,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002176,1.349704,2.000000,2.000000,0.009696,0.000000,0.095051,0.200000
13.360000,0.756260,-0.406218,0.189802,0.834246,-0.766230,0.495114,3.070271,-4.800000,0.777849,-0.494982,-0.137302,0.663171,0.053303,0.622928,-0.052586,-0.598328,-0.927477,0.316006,6.393895,0.075184,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.002180,1.349453,2.000000,2.000000,0.014408,0.000000,0.000000,0.200000
13.370000,0.756260,-0.406218,0.189802,0.834246,-0.766230,0.495114,3.070271,-4.800000,0.778350,-0.488750,-0.137791,0.657219,0.046981,0.623400,-0.045066,-0.592159,-0.923663,0.284376,6.391258,0.217829,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.002180,1.349392,2.000000,2.000000,0.017399,0.000000,0.200000,0.200000
13.380000,0.758236,-0.411574,0.234903,0.786246,0.966936,-0.902607,4.800000,-4.800000,0.778789,-0.482514,-0.138204,0.651329,0.040638,0.623744,-0.037552,-0.585833,0.823535,-1.171648,8.568621,-0.841245,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002180,1.349337,2.000000,2.000000,0.020308,0.000000,0.200000,0.200000
13.390000,0.776963,-0.421854,0.280354,0.738246,2.601811,-1.134237,4.340800,-4.800000,0.779163,-0.476276,-0.138542,0.645503,0.034273,0.623961,-0.030044,-0.579353,2.556539,-1.486091,8.559801,-1.902074,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002180,1.349641,2.000000,2.000000,0.017946,0.006304,0.200000,0.133394
13.400000,0.776963,-0.421854,0.280354,0.738246,2.601811,-1.134237,4.340800,-4.800000,0.779474,-0.470036,-0.138805,0.639742,0.027889,0.624051,-0.022544,-0.572721,2.561369,-1.517382,8.554930,-1.764693,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.002183,1.350080,2.000000,2.000000,0.015631,0.016762,0.200000,0.023153
13.410000,0.792865,-0.408778,0.273947,0.782047,0.771225,2.544030,-2.017455,4.800000,0.779721,-0.463795,-0.138992,0.634049,0.021486,0.624015,-0.015052,-0.565939,0.815460,2.195102,2.126990,9.065908,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.002186,1.350528,2.000000,2.000000,0.013559,0.028390,0.200000,0.000000
13.420000,0.791094,-0.369363,0.238921,0.830047,-0.918411,4.800000,-4.518225,4.800000,0.779904,-0.457556,-0.139106,0.628424,0.015065,0.623854,-0.007570,-0.559010,-0.877525,4.617109,-0.730391,10.399600,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002186,1.350248,2.000000,2.000000,0.014281,0.013071,0.200000,0.200000
13.430000,0.791094,-0.369363,0.238921,0.830047,-0.918411,4.800000,-4.518225,4.800000,0.780022,-0.451319,-0.139144,0.622869,0.008628,0.623567,-0.000100,-0.551935,-0.871679,4.586210,-0.737478,10.531397,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.002187,1.350138,2.000000,2.000000,0.013563,0.000000,0.144668,0.200000
13.440000,0.773876,-0.333077,0.223195,0.794833,-2.334678,3.367117,-1.318174,-4.800000,0.780076,-0.445085,-0.139108,0.617386,0.002174,0.623156,0.007358,-0.544717,-2.367854,3.304001,2.297489,0.180911,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.002187,1.350030,2.000000,2.000000,0.012748,0.000000,0.088904,0.200000
13.450000,0.759949,-0.313607,0.231407,0.746833,-0.668310,0.788621,2.579087,-4.800000,0.780066,-0.438856,-0.138997,0.611975,-0.004294,0.622622,0.014802,-0.537359,-0.764598,0.792243,6.268326,-0.891185,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.002189,1.349867,2.000000,2.000000,0.014319,0.000000,0.200000,0.200000
13.460000,0.761448,-0.306645,0.254491,0.698833,0.799141,0.617298,2.092385,-4.800000,0.779990,-0.432633,-0.138812,0.606639,-0.010775,0.621964,0.022231,-0.529862,0.717204,0.625276,6.003175,-1.965276,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.002189,1.349760,2.000000,2.000000,0.015792,0.000057,0.200000,0.130330
13.470000,0.761448,-0.306645,0.254491,0.698833,0.799141,0.617298,2.092385,-4.800000,0.779850,-0.426417,-0.138552,0.601378,-0.017270,0.621183,0.029644,-0.522229,0.724399,0.594977,5.993169,-1.841395,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.002189,1.349675,2.000000,2.000000,0.014616,0.000157,0.200000,0.018910
13.480000,0.777020,-0.292271,0.238200,0.742042,2.165444,1.408434,-2.023538,4.800000,0.779645,-0.420210,-0.138219,0.596195,-0.023775,0.620281,0.037038,-0.514463,2.176094,1.427848,1.703611,8.960652,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.002190,1.349594,2.000000,2.000000,0.013534,0.000000,0.200000,0.000000
13.490000,0.790257,-0.279121,0.215313,0.790042,0.648725,1.235290,-2.504194,4.800000,0.779374,-0.414012,-0.137812,0.591090,-0.030292,0.619257,0.044415,-0.506566,0.733428,1.290488,0.982637,10.280386,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.002192,1.349460,2.000000,2.000000,0.013997,0.000554,0.200000,0.200000
13.500000,0.790257,-0.279121,0.215313,0.790042,0.648725,1.235290,-2.504194,4.800000,0.779039,-0.407825,-0.137331,0.586064,-0.036817,0.618114,0.051771,-0.498540,0.741631,1.260697,0.970471,10.398001,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.002192,1.349333,2.000000,2.000000,0.015240,0.001979,0.200000,0.200000
13.510000,0.788816,-0.277642,0.220400,0.754263,-0.776145,-0.075860,0.777560,-4.800000,0.778638,-0.401650,-0.136776,0.581119,-0.043351,0.616851,0.059105,-0.490388,-0.681904,-0.072670,4.290218,0.018982,1.200000,-0.372892,-1.200000,-1.200000,1,0,1,1,1.002192,1.349209,2.000000,2.000000,0.016618,0.002620,0.200000,0.200000
13.520000,0.773716,-0.279270,0.225607,0.706263,-2.095831,-0.227613,0.307085,-4.800000,0.778172,-0.395488,-0.136149,0.576257,-0.049892,0.615469,0.066417,-0.482113,-2.068219,-0.261993,3.858222,-1.067728,1.200000,0.663018,-1.200000,1.200000,1,0,1,1,1.002192,1.349220,2.000000,2.000000,0.015332,0.002615,0.200000,0.200000
13.530000,0.773716,-0.279270,0.225607,0.706263,-2.095831,-0.227613,0.307085,-4.800000,0.777640,-0.389341,-0.135448,0.571477,-0.056439,0.613970,0.073705,-0.473717,-2.059014,-0.291230,3.843927,-0.956642,1.200000,0.808572,-1.200000,1.200000,1,0,1,1,1.002194,1.349268,2.000000,2.000000,0.014190,0.002795,0.200000,0.120299
