t,q1,q2,q3,q4,dq1,dq2,dq3,dq4,q1_des,q2_des,q3_des,q4_des,dq1_des,dq2_des,dq3_des,dq4_des,s1,s2,s3,s4,tau1,tau2,tau3,tau4,sat1,sat2,sat3,sat4,mL_hat,b1_hat,b2_hat,b3_hat,b4_hat
3.970000,-0.484072,-0.759122,0.792102,0.735959,-0.943888,-4.582665,4.800000,-4.800000,-0.578725,-0.818428,0.718428,0.601184,-0.530969,-0.338025,0.338025,-0.169013,0.060345,-3.948110,5.198713,-1.261628,-0.797571,1.200000,-1.200000,1.200000,0,1,1,1,1.980916,0.534843,0.778144,0.980040,0.997598
3.980000,-0.484072,-0.759122,0.792102,0.735959,-0.943888,-4.582665,4.800000,-4.800000,-0.584006,-0.821790,0.721790,0.599503,-0.525155,-0.334324,0.334324,-0.167162,0.080934,-3.935003,5.168796,-1.221456,-0.910188,1.200000,-1.200000,1.200000,0,1,1,1,1.962537,0.535146,0.765618,0.990404,0.975277
3.990000,-0.473519,-0.783690,0.820136,0.705952,2.645937,-0.714745,1.238705,-1.697901,-0.589228,-0.825114,0.725114,0.597841,-0.519289,-0.330589,0.330589,-0.165295,3.743770,-0.177036,1.858335,1.170160,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.943879,0.535560,0.752875,0.999935,0.953422
4.000000,-0.463366,-0.765746,0.797686,0.752766,-0.276342,3.451218,-3.411630,4.800000,-0.594391,-0.828401,0.728401,0.596198,-0.513370,-0.326822,0.326822,-0.163411,0.892154,4.091316,-3.045607,8.877613,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.556110,0.752399,1.000000,0.970202
4.010000,-0.463366,-0.765746,0.797686,0.752766,-0.276342,3.451218,-3.411630,4.800000,-0.599495,-0.831650,0.731650,0.594573,-0.507401,-0.323022,0.323022,-0.161511,0.911704,4.103762,-3.074299,8.916328,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.561323,0.765493,0.994426,1.000000
4.020000,-0.485132,-0.746779,0.790612,0.715937,-3.633812,1.147876,-0.433294,-4.800000,-0.604539,-0.834862,0.734862,0.592967,-0.501381,-0.319189,0.319189,-0.159594,-2.535394,1.907478,-0.194980,-1.566158,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,2.000000,0.566739,0.778883,0.989241,1.000000
4.030000,-0.531440,-0.755664,0.806620,0.667937,-4.800000,-2.553751,3.257493,-4.800000,-0.609523,-0.838034,0.738034,0.591381,-0.495310,-0.315324,0.315324,-0.157662,-3.914275,-1.826575,3.628026,-2.728433,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.552814,0.786127,0.989009,0.974676
4.040000,-0.531440,-0.755664,0.806620,0.667937,-4.800000,-2.553751,3.257493,-4.800000,-0.614445,-0.841168,0.741168,0.589814,-0.489191,-0.311428,0.311428,-0.155714,-3.895782,-1.814802,3.600584,-2.691208,1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.535479,0.779486,0.995730,0.946416
4.050000,-0.558445,-0.795103,0.831983,0.700566,-1.017612,-4.800000,3.315298,4.800000,-0.619306,-0.844263,0.744263,0.588267,-0.483022,-0.307501,0.307501,-0.153751,-0.230282,-4.246701,3.885004,7.761236,1.010146,1.200000,-1.200000,-1.200000,0,1,1,1,2.000000,0.517866,0.772781,1.000000,0.918040
4.060000,-0.547842,-0.822890,0.851291,0.748566,2.752959,-1.092476,0.813451,4.800000,-0.624105,-0.847318,0.747318,0.586739,-0.476805,-0.303543,0.303543,-0.151772,3.611080,-0.666791,1.549640,8.997448,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.516959,0.761033,1.000000,1.000000
4.070000,-0.547842,-0.822890,0.851291,0.748566,2.752959,-1.092476,0.813451,4.800000,-0.628842,-0.850333,0.750333,0.585231,-0.470540,-0.299555,0.299555,-0.149777,3.628499,-0.655702,1.523473,9.033148,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.532453,0.759613,1.000000,1.000000
4.080000,-0.547842,-0.822890,0.851291,0.748566,2.752959,-1.092476,0.813451,4.800000,-0.633516,-0.853309,0.753309,0.583744,-0.464228,-0.295537,0.295537,-0.147768,3.645556,-0.644843,1.497737,9.068332,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.548338,0.758181,1.000000,1.000000
4.090000,-0.505889,-0.819116,0.872272,0.715579,4.800000,2.012359,1.453168,-4.800000,-0.638127,-0.856244,0.756244,0.582276,-0.457870,-0.291489,0.291489,-0.145744,5.919057,2.489491,2.321959,-1.321695,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.564608,0.756738,1.000000,1.000000
4.100000,-0.481862,-0.808167,0.885719,0.667579,0.548848,0.333302,1.273760,-4.800000,-0.642673,-0.859139,0.759139,0.580829,-0.451466,-0.287412,0.287412,-0.143706,1.804370,0.875573,2.252155,-2.487552,-1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.597726,0.762677,1.000000,0.977014
4.110000,-0.497034,-0.808396,0.868021,0.710889,-3.156893,-0.749471,-1.991870,4.800000,-0.647156,-0.861992,0.761992,0.579402,-0.445016,-0.283306,0.283306,-0.141653,-1.961268,-0.198185,-1.214887,8.228814,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.609054,0.765051,1.000000,0.948252
4.120000,-0.497034,-0.808396,0.868021,0.710889,-3.156893,-0.749471,-1.991870,4.800000,-0.651574,-0.864805,0.764805,0.577996,-0.438523,-0.279172,0.279172,-0.139586,-1.945673,-0.188257,-1.238877,8.261902,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.597329,0.764505,0.995280,1.000000
4.130000,-0.541970,-0.824757,0.846850,0.758889,-4.800000,-2.344595,-2.237597,4.800000,-0.655926,-0.867576,0.767576,0.576610,-0.431985,-0.275010,0.275010,-0.137505,-3.798234,-1.855491,-1.719858,9.494458,1.200000,1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.585546,0.763977,0.990616,1.000000
4.140000,-0.566269,-0.869604,0.871216,0.715138,-0.549797,-4.800000,3.569357,-4.800000,-0.660213,-0.870305,0.770305,0.575246,-0.425404,-0.270821,0.270821,-0.135410,0.345327,-4.525677,4.307653,-1.167293,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.566521,0.759439,0.986164,1.000000
4.150000,-0.566269,-0.869604,0.871216,0.715138,-0.549797,-4.800000,3.569357,-4.800000,-0.664434,-0.872992,0.772992,0.573902,-0.418781,-0.266604,0.266604,-0.133302,0.359809,-4.516458,4.284998,-1.135812,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.946677,0.568067,0.753231,1.000000,0.978798
4.160000,-0.550215,-0.909701,0.914197,0.667138,3.313388,-3.293299,4.800000,-4.800000,-0.668589,-0.875637,0.775637,0.572580,-0.412116,-0.262361,0.262361,-0.131181,4.317370,-3.201258,5.923246,-2.304873,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.893130,0.569703,0.746828,1.000000,0.957989
4.170000,-0.540434,-0.915791,0.919324,0.710905,-0.886189,1.177075,-0.696125,4.800000,-0.672676,-0.878239,0.778239,0.571279,-0.405410,-0.258092,0.258092,-0.129046,0.180434,1.247405,0.456632,8.419705,-1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.950596,0.591376,0.745355,1.000000,0.929234
4.180000,-0.570672,-0.882704,0.899267,0.758905,-4.697658,4.800000,-2.996835,4.800000,-0.676697,-0.880798,0.780798,0.569999,-0.398663,-0.253797,0.253797,-0.126898,-3.768871,5.044269,-2.065945,9.649551,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.592338,0.745794,1.000000,1.000000
4.190000,-0.570672,-0.882704,0.899267,0.758905,-4.697658,4.800000,-2.996835,4.800000,-0.680649,-0.883315,0.783315,0.568741,-0.391876,-0.249476,0.249476,-0.124738,-3.755894,5.052530,-2.086788,9.678846,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.574836,0.751955,0.990384,1.000000
4.200000,-0.618672,-0.851436,0.895444,0.722548,-4.800000,2.216736,-0.099866,-4.800000,-0.684534,-0.885788,0.785788,0.567504,-0.385050,-0.245130,0.245130,-0.122565,-4.085639,2.633626,0.751565,-0.801333,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.557150,0.758334,0.980889,1.000000
4.210000,-0.642022,-0.851786,0.914445,0.674548,-0.437442,-1.887567,3.545431,-4.800000,-0.688350,-0.888217,0.788217,0.566289,-0.378185,-0.240760,0.240760,-0.120380,0.172386,-1.464648,4.566952,-1.973150,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.542557,0.763824,0.984088,0.983979
4.220000,-0.624801,-0.875352,0.919764,0.717795,3.458230,-3.180250,0.315159,4.800000,-0.692098,-0.890603,0.790603,0.565097,-0.371283,-0.236366,0.236366,-0.118183,4.165995,-2.867627,1.370399,8.735630,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.543082,0.760727,1.000000,0.956090
4.230000,-0.624801,-0.875352,0.919764,0.717795,3.458230,-3.180250,0.315159,4.800000,-0.695776,-0.892945,0.792945,0.563926,-0.364344,-0.231948,0.231948,-0.115974,4.177446,-2.860336,1.351400,8.762691,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.557825,0.756244,1.000000,1.000000
4.240000,-0.613985,-0.885421,0.909508,0.765795,-0.820738,0.771191,-2.108391,4.800000,-0.699384,-0.895242,0.795242,0.562777,-0.357368,-0.227507,0.227507,-0.113754,-0.036373,1.047803,-1.193233,9.989187,-0.227095,-1.200000,1.164279,-1.200000,0,1,0,1,2.000000,0.572848,0.751669,1.000000,1.000000
4.250000,-0.643424,-0.862327,0.901134,0.733432,-4.554873,3.947186,-1.434665,-4.800000,-0.702923,-0.897495,0.797495,0.561651,-0.350356,-0.223044,0.223044,-0.111522,-3.907020,4.346068,-0.621319,-0.393950,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,2.000000,0.572705,0.753118,0.994540,1.000000
4.260000,-0.643424,-0.862327,0.901134,0.733432,-4.554873,3.947186,-1.434665,-4.800000,-0.706391,-0.899703,0.799703,0.560547,-0.343310,-0.218558,0.218558,-0.109279,-3.896725,4.352622,-0.638913,-0.368592,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,2.000000,0.560049,0.761786,0.992013,0.991321
4.270000,-0.689166,-0.845406,0.906283,0.685432,-4.613952,-0.133574,2.117251,-4.800000,-0.709789,-0.901866,0.801866,0.559465,-0.336229,-0.214050,0.214050,-0.107025,-4.174609,0.362774,2.947376,-1.543808,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.547226,0.770610,0.989471,0.983154
4.280000,-0.711525,-0.864402,0.921591,0.717467,-0.360746,-3.686205,2.656850,4.800000,-0.713116,-0.903984,0.803984,0.558406,-0.329114,-0.209521,0.209521,-0.104760,-0.023677,-3.278775,3.623402,8.881265,-0.005020,1.200000,-1.200000,-1.200000,0,1,1,1,2.000000,0.538055,0.771510,1.000000,0.958020
4.290000,-0.692633,-0.910413,0.946487,0.765467,3.719444,-5.017242,2.206006,4.800000,-0.716371,-0.906056,0.806056,0.557370,-0.321967,-0.204970,0.204970,-0.102485,4.160101,-4.834058,3.405347,10.104896,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.538016,0.764831,1.000000,1.000000
4.300000,-0.692633,-0.910413,0.946487,0.765467,3.719444,-5.017242,2.206006,4.800000,-0.719555,-0.908083,0.808083,0.556357,-0.314787,-0.200400,0.200400,-0.100200,4.168840,-4.828495,3.389650,10.127947,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.547181,0.760403,1.000000,1.000000
4.310000,-0.657620,-0.944260,0.980812,0.733283,3.296392,-1.661992,2.860879,-4.800000,-0.722667,-0.910064,0.810064,0.555366,-0.307576,-0.195809,0.195809,-0.097904,3.929202,-1.637165,4.372555,-0.254177,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.556549,0.755846,1.000000,1.000000
4.320000,-0.649975,-0.937991,0.996404,0.685283,-1.198808,2.505870,0.490241,-4.800000,-0.725706,-0.911999,0.811999,0.554399,-0.300334,-0.191198,0.191198,-0.095599,-0.519815,2.567107,2.143095,-1.432294,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,1.993303,0.568981,0.755643,1.000000,0.994223
4.330000,-0.683379,-0.893239,0.961885,0.728785,-4.800000,4.800000,-4.127049,4.800000,-0.728673,-0.913888,0.813888,0.553454,-0.293062,-0.186569,0.186569,-0.093284,-4.280466,5.089816,-2.833651,9.276564,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,1.984193,0.567216,0.756429,1.000000,0.970105
4.340000,-0.683379,-0.893239,0.961885,0.728785,-4.800000,4.800000,-4.127049,4.800000,-0.731568,-0.915730,0.815730,0.552533,-0.285761,-0.181921,0.181921,-0.090960,-4.273297,5.094380,-2.847427,9.297271,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.556097,0.763804,0.981675,1.000000
4.350000,-0.705453,-0.856865,0.919780,0.776785,-0.190211,2.708850,-4.274784,4.800000,-0.734389,-0.917526,0.817526,0.551635,-0.278431,-0.177255,0.177255,-0.088627,0.232896,3.189412,-3.429498,10.517386,-1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.544843,0.771303,0.963457,1.000000
4.360000,-0.685272,-0.860044,0.926565,0.733343,3.730598,-2.247863,2.467077,-4.800000,-0.737136,-0.919275,0.819275,0.550760,-0.271073,-0.172570,0.172570,-0.086285,4.260992,-1.779136,3.367406,-0.149154,-1.200000,1.200000,-1.200000,0.533766,1,1,1,0,2.000000,0.545336,0.778966,0.948962,1.000000
4.370000,-0.685272,-0.860044,0.926565,0.733343,3.730598,-2.247863,2.467077,-4.800000,-0.739810,-0.920978,0.820978,0.549909,-0.263688,-0.167869,0.167869,-0.083935,4.266976,-1.775326,3.355085,-0.130227,-1.200000,1.200000,-1.200000,0.036692,1,1,1,0,1.972437,0.556636,0.774797,0.964121,0.996532
4.380000,-0.672439,-0.901714,0.968180,0.685343,-0.637843,-4.800000,4.800000,-4.800000,-0.742410,-0.922633,0.822633,0.549082,-0.256277,-0.163151,0.163151,-0.081576,-0.031712,-4.532254,6.092317,-1.311897,-0.158106,1.200000,-1.200000,1.200000,0,1,1,1,1.944675,0.568079,0.770602,0.979018,0.993491
4.390000,-0.672439,-0.901714,0.968180,0.685343,-0.637843,-4.800000,4.800000,-4.800000,-0.744935,-0.924241,0.824241,0.548278,-0.248840,-0.158417,0.158417,-0.079208,-0.026521,-4.528950,6.080973,-1.294166,-0.185385,1.200000,-1.200000,1.200000,0,1,1,1,1.943567,0.567983,0.764535,1.000000,0.970611
4.400000,-0.700826,-0.923709,0.980846,0.706703,-4.595110,-0.203004,-0.659055,4.800000,-0.747387,-0.925801,0.825801,0.547498,-0.241379,-0.153666,0.153666,-0.076833,-4.120928,-0.038878,0.737732,8.856961,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,1.942325,0.567902,0.758397,1.000000,0.947925
4.410000,-0.700826,-0.923709,0.980846,0.706703,-4.595110,-0.203004,-0.659055,4.800000,-0.749763,-0.927314,0.827314,0.546741,-0.233893,-0.148901,0.148901,-0.074450,-4.116532,-0.036079,0.727369,8.873489,1.200000,-1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.558132,0.758365,1.000000,1.000000
4.420000,-0.747428,-0.902779,0.961061,0.754703,-4.696328,3.961182,-3.062477,4.800000,-0.752064,-0.928779,0.828779,0.546009,-0.226384,-0.144120,0.144120,-0.072060,-4.446762,4.235304,-1.883776,10.089413,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.548282,0.758335,1.000000,1.000000
4.430000,-0.747428,-0.902779,0.961061,0.754703,-4.696328,3.961182,-3.062477,4.800000,-0.754290,-0.930196,0.830196,0.545300,-0.218852,-0.139325,0.139325,-0.069663,-4.443162,4.237596,-1.893153,10.104731,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.542733,0.764140,0.988898,1.000000
4.440000,-0.747428,-0.902779,0.961061,0.754703,-4.696328,3.961182,-3.062477,4.800000,-0.756441,-0.931565,0.831565,0.544615,-0.211298,-0.134517,0.134517,-0.067258,-4.439962,4.239633,-1.902036,10.119442,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.537108,0.769997,0.977829,1.000000
4.450000,-0.768122,-0.880544,0.956505,0.718641,-0.034615,1.204251,-0.126145,-4.800000,-0.758516,-0.932887,0.832887,0.543955,-0.203723,-0.129694,0.129694,-0.064847,0.121080,1.595656,0.980344,-0.368013,-0.718993,-1.200000,-1.200000,1.200000,0,1,1,1,2.000000,0.531417,0.775899,0.966793,1.000000
4.460000,-0.768122,-0.880544,0.956505,0.718641,-0.034615,1.204251,-0.126145,-4.800000,-0.760516,-0.934159,0.834159,0.543319,-0.196128,-0.124859,0.124859,-0.062429,0.123481,1.597185,0.972452,-0.354521,-0.730706,-1.200000,-1.200000,1.200000,0,1,1,1,1.981516,0.531511,0.779022,0.972217,0.991845
4.470000,-0.746454,-0.892432,0.975269,0.670641,3.884878,-3.154018,3.509632,-4.800000,-0.762439,-0.935384,0.835384,0.542706,-0.188513,-0.120011,0.120011,-0.060006,4.153313,-2.819249,4.788476,-1.541640,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.962912,0.531609,0.782160,0.977559,0.983965
4.480000,-0.723408,-0.930897,0.980675,0.713766,1.049962,-4.801268,0.319840,4.800000,-0.764286,-0.936559,0.836559,0.542118,-0.180880,-0.115151,0.115151,-0.057576,1.435232,-4.657806,1.645839,9.148772,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.962419,0.537183,0.777441,1.000000,0.958849
4.490000,-0.723408,-0.930897,0.980675,0.713766,1.049962,-4.801268,0.319840,4.800000,-0.766056,-0.937687,0.837687,0.541555,-0.173228,-0.110280,0.110280,-0.055140,1.436433,-4.657041,1.639439,9.160426,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,2.000000,0.539948,0.774100,1.000000,1.000000
4.500000,-0.736552,-0.956190,0.970433,0.761766,-3.194051,-0.662426,-2.107097,4.800000,-0.767750,-0.938765,0.838765,0.541016,-0.165559,-0.105398,0.105398,-0.052699,-2.872499,-0.644151,-0.895814,10.371465,1.200000,-1.121908,-1.200000,-1.200000,1,0,1,1,2.000000,0.542724,0.770741,1.000000,1.000000
4.510000,-0.782057,-0.945618,0.961992,0.729030,-4.800000,2.800987,-1.430920,-4.800000,-0.769368,-0.939795,0.839795,0.540501,-0.157873,-0.100505,0.100505,-0.050253,-4.705575,2.872373,-0.309452,-0.036515,1.200000,-1.200000,1.200000,-0.566257,1,1,1,0,2.000000,0.538106,0.770683,0.994575,1.000000
4.520000,-0.803585,-0.928055,0.946790,0.681030,-0.132999,0.925038,-1.583598,-4.800000,-0.770908,-0.940775,0.840775,0.540011,-0.150172,-0.095602,0.095602,-0.047801,-0.146216,1.084243,-0.619053,-1.226710,0.754600,-1.200000,1.200000,1.200000,0,1,1,1,2.000000,0.535884,0.771708,0.992839,0.999130
4.530000,-0.803585,-0.928055,0.946790,0.681030,-0.132999,0.925038,-1.583598,-4.800000,-0.772371,-0.941707,0.841707,0.539545,-0.142455,-0.090690,0.090690,-0.045345,-0.146616,1.083988,-0.623455,-1.217522,0.758642,-1.200000,1.200000,1.200000,0,1,1,1,2.000000,0.535894,0.772571,0.989854,0.977213
4.540000,-0.783216,-0.942335,0.951212,0.633030,3.724678,-3.351907,2.094559,-4.800000,-0.773757,-0.942589,0.842589,0.539104,-0.134724,-0.085768,0.085768,-0.042884,3.812106,-3.264869,3.095024,-2.408955,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.535904,0.773432,0.986861,0.955405
4.550000,-0.737419,-0.987654,0.962577,0.666931,4.800000,-4.800000,1.652419,4.800000,-0.775065,-0.943422,0.843422,0.538687,-0.126980,-0.080838,0.080838,-0.040419,5.115210,-4.940323,2.763133,8.046506,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.999338,0.537570,0.772012,1.000000,0.926605
4.560000,-0.714518,-1.013919,0.965827,0.714931,0.274205,-0.832876,-0.740231,4.800000,-0.776296,-0.944206,0.844206,0.538295,-0.119223,-0.075900,0.075900,-0.037950,0.702322,-1.105541,0.400087,9.253834,-1.200000,0.451159,-1.200000,-1.200000,1,0,1,1,2.000000,0.545632,0.775478,1.000000,1.000000
4.570000,-0.714518,-1.013919,0.965827,0.714931,0.274205,-0.832876,-0.740231,4.800000,-0.777450,-0.944940,0.844940,0.537928,-0.111455,-0.070954,0.070954,-0.035477,0.700320,-1.106816,0.397690,9.260539,-1.200000,0.458800,-1.200000,-1.200000,1,0,1,1,2.000000,0.547135,0.776985,1.000000,1.000000
4.580000,-0.734713,-1.005273,0.971673,0.681144,-3.790101,2.584608,-0.021099,-4.800000,-0.778525,-0.945625,0.845625,0.537586,-0.103675,-0.066001,0.066001,-0.033001,-3.467363,2.352368,1.173386,-1.178036,1.200000,-1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.548627,0.778501,1.000000,1.000000
4.590000,-0.781785,-0.967896,0.962117,0.633144,-4.800000,4.674615,-1.732280,-4.800000,-0.779523,-0.946260,0.846260,0.537268,-0.095884,-0.061042,0.061042,-0.030521,-4.715425,4.627478,-0.634755,-2.372575,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,2.000000,0.543032,0.775769,1.000000,0.978666
4.600000,-0.781785,-0.967896,0.962117,0.633144,-4.800000,4.674615,-1.732280,-4.800000,-0.780443,-0.946846,0.846846,0.536975,-0.088084,-0.056076,0.056076,-0.028038,-4.718625,4.625440,-0.635646,-2.367738,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,2.000000,0.541038,0.774679,0.996517,0.949870
4.610000,-0.804468,-0.928407,0.915556,0.676598,-0.314832,3.032992,-4.800000,4.800000,-0.781285,-0.947381,0.847381,0.536707,-0.080276,-0.051105,0.051105,-0.025553,-0.350472,3.178970,-4.169359,8.322826,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.539118,0.773541,0.993031,0.921075
4.620000,-0.785864,-0.921222,0.887841,0.724598,3.581533,-1.151506,-1.110123,4.800000,-0.782049,-0.947868,0.847868,0.536464,-0.072459,-0.046129,0.046129,-0.023064,3.634916,-0.972150,-0.756515,9.526415,-1.200000,-0.423455,-1.200000,-1.200000,1,0,1,1,2.000000,0.539181,0.775862,0.979884,1.000000
4.630000,-0.739320,-0.959927,0.925224,0.680803,4.800000,-4.800000,4.800000,-4.800000,-0.782734,-0.948304,0.848304,0.536246,-0.064635,-0.041148,0.041148,-0.020574,5.081707,-4.816969,5.528049,-1.165513,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.540151,0.774990,0.978547,1.000000
4.640000,-0.739320,-0.959927,0.925224,0.680803,4.800000,-4.800000,4.800000,-4.800000,-0.783341,-0.948691,0.848691,0.536053,-0.056805,-0.036163,0.036163,-0.018081,5.076912,-4.820021,5.529168,-1.163174,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.547309,0.775399,0.998670,0.978820
4.650000,-0.716331,-1.007927,0.968113,0.632803,0.322392,-4.800000,3.877244,-4.800000,-0.783870,-0.949027,0.849027,0.535885,-0.048968,-0.031174,0.031174,-0.015587,0.709058,-5.063326,5.036930,-2.361460,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.554338,0.775881,1.000000,0.957668
4.660000,-0.716331,-1.007927,0.968113,0.632803,0.322392,-4.800000,3.877244,-4.800000,-0.784321,-0.949314,0.849314,0.535741,-0.041127,-0.026183,0.026183,-0.013091,0.703469,-5.066884,5.039054,-2.360371,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.968151,0.555709,0.782548,1.000000,0.928876
4.670000,-0.735690,-1.029844,0.964448,0.676678,-3.730300,-0.384989,-1.564884,4.800000,-0.784693,-0.949551,0.849551,0.535623,-0.033282,-0.021188,0.021188,-0.010594,-3.452003,-0.765267,-0.437101,8.336983,1.200000,-0.832644,-1.200000,-1.200000,1,0,1,1,1.936243,0.557049,0.789309,1.000000,0.900084
4.680000,-0.735690,-1.029844,0.964448,0.676678,-3.730300,-0.384989,-1.564884,4.800000,-0.784986,-0.949738,0.849738,0.535529,-0.025434,-0.016192,0.016192,-0.008096,-3.458384,-0.769329,-0.433973,8.336821,1.200000,-0.969406,-1.200000,-1.200000,1,0,1,1,2.000000,0.552246,0.790764,0.997535,1.000000
4.690000,-0.782698,-1.011840,0.935817,0.724678,-4.800000,3.572570,-3.929190,4.800000,-0.785201,-0.949875,0.849875,0.535461,-0.017583,-0.011194,0.011194,-0.005597,-4.769901,3.273936,-3.080963,9.536034,1.200000,-1.200000,1.200000,-1.200000,1,1,1,1,2.000000,0.547544,0.792243,0.995081,1.000000
4.700000,-0.804452,-0.990139,0.922006,0.688414,-0.142326,1.428244,-1.128281,-4.800000,-0.785338,-0.949962,0.849962,0.535417,-0.009730,-0.006194,0.006194,-0.003097,-0.228164,1.233552,-0.414028,-0.971983,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,2.000000,0.546826,0.787354,0.982015,1.000000
4.710000,-0.804452,-0.990139,0.922006,0.688414,-0.142326,1.428244,-1.128281,-4.800000,-0.785396,-0.949999,0.849999,0.535399,-0.001876,-0.001194,0.001194,-0.000597,-0.235728,1.228737,-0.409398,-0.974021,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,2.000000,0.546924,0.786153,0.980536,0.981396
4.720000,-0.804452,-0.990139,0.922006,0.688414,-0.142326,1.428244,-1.128281,-4.800000,-0.785375,-0.949986,0.849986,0.535405,0.005978,0.003805,-0.003805,0.001903,-0.243684,1.223671,-0.404267,-0.976684,1.200000,-1.200000,1.200000,1.200000,1,1,1,1,2.000000,0.547034,0.784928,0.979064,0.962763
4.730000,-0.783881,-0.999430,0.931230,0.640414,3.769039,-2.856580,2.597050,-4.800000,-0.785276,-0.949922,0.849922,0.535437,0.013831,0.008805,-0.008805,0.004403,3.762185,-3.112925,3.418934,-2.179972,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,2.000000,0.547158,0.783676,0.977601,0.944092
4.740000,-0.783881,-0.999430,0.931230,0.640414,3.769039,-2.856580,2.597050,-4.800000,-0.785099,-0.949809,0.849809,0.535493,0.021683,0.013804,-0.013804,0.006902,3.753445,-3.118489,3.425064,-2.183884,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.996861,0.547029,0.787666,0.991651,0.915534
4.750000,-0.783881,-0.999430,0.931230,0.640414,3.769039,-2.856580,2.597050,-4.800000,-0.784843,-0.949646,0.849646,0.535575,0.029533,0.018801,-0.018801,0.009401,3.744315,-3.124301,3.431691,-2.188421,-1.200000,1.200000,-1.200000,1.200000,1,1,1,1,1.993542,0.546736,0.791750,1.000000,0.886968
4.760000,-0.736853,-1.042418,0.948955,0.674200,4.800000,-4.800000,2.390716,4.800000,-0.784508,-0.949433,0.849433,0.535681,0.037379,0.023797,-0.023797,0.011898,5.000895,-5.288720,3.409729,8.251067,-1.200000,1.200000,-1.200000,-1.200000,1,1,1,1,1.990044,0.546273,0.795932,1.000000,0.858392
