t,q1,q2,q3,q4,x,y,z,q3_out,x_des,y_des,z_des,q3_des,tau1,tau2,tau3,tau4
7.910000,0.059175,0.792988,0.799661,-1.700027,0.242196,0.013638,0.038754,0.799661,0.189062,0.027935,0.100000,0.908854,0.014516,-0.508102,-0.029938,-0.119750
7.920000,0.060779,0.788812,0.802578,-1.700003,0.242009,0.013997,0.039356,0.802578,0.189342,0.028043,0.100000,0.911187,0.014282,-0.508669,-0.037490,-0.122236
7.930000,0.062360,0.784580,0.805619,-1.700000,0.241808,0.014349,0.039957,0.805619,0.189623,0.028148,0.100000,0.913528,0.014033,-0.507878,-0.035726,-0.119003
7.940000,0.063917,0.780326,0.808484,-1.700096,0.241623,0.014697,0.040596,0.808484,0.189905,0.028251,0.100000,0.915878,0.013778,-0.509117,-0.032153,-0.115120
7.950000,0.065451,0.776011,0.811186,-1.700010,0.241458,0.015040,0.041246,0.811186,0.190188,0.028350,0.100000,0.918236,0.013543,-0.508367,-0.028363,-0.109729
7.960000,0.066959,0.771627,0.813865,-1.700001,0.241295,0.015376,0.041922,0.813865,0.190472,0.028447,0.100000,0.920603,0.013314,-0.507184,-0.028186,-0.107224
7.970000,0.068443,0.767129,0.816655,-1.700000,0.241121,0.015706,0.042611,0.816655,0.190757,0.028541,0.100000,0.922977,0.013085,-0.505756,-0.030080,-0.106151
7.980000,0.069903,0.762534,0.819578,-1.700029,0.240932,0.016029,0.043308,0.819578,0.191043,0.028632,0.100000,0.925360,0.012850,-0.505091,-0.032070,-0.105349
7.990000,0.071339,0.757863,0.822564,-1.700003,0.240738,0.016346,0.044007,0.822564,0.191330,0.028720,0.100000,0.927749,0.012612,-0.504694,-0.032140,-0.102877
8.000000,0.072752,0.753157,0.825545,-1.700000,0.240542,0.016656,0.044716,0.825545,0.191618,0.028805,0.100000,0.930146,0.012374,-0.504916,-0.031698,-0.100187
8.010000,0.074141,0.748426,0.828511,-1.700064,0.240344,0.016961,0.045439,0.828511,0.191906,0.028887,0.100000,0.932550,0.012136,-0.505665,-0.032535,-0.098777
8.020000,0.075506,0.743628,0.831497,-1.700007,0.240146,0.017259,0.046159,0.831497,0.192195,0.028967,0.100000,0.934961,0.011904,-0.504759,-0.032092,-0.095701
8.030000,0.076848,0.738774,0.834504,-1.700001,0.239943,0.017552,0.046893,0.834504,0.192485,0.029044,0.100000,0.937378,0.011672,-0.503991,-0.032011,-0.093215
8.040000,0.078166,0.733873,0.837535,-1.700126,0.239734,0.017837,0.047651,0.837535,0.192776,0.029117,0.100000,0.939801,0.011458,-0.498846,-0.025780,-0.082990
8.050000,0.079460,0.728876,0.840618,-1.700013,0.239524,0.018117,0.048392,0.840618,0.193068,0.029188,0.100000,0.942231,0.011208,-0.502942,-0.033248,-0.089300
8.060000,0.080731,0.723848,0.843821,-1.700001,0.239297,0.018390,0.049137,0.843821,0.193360,0.029256,0.100000,0.944666,0.010977,-0.502838,-0.037160,-0.089409
8.070000,0.081979,0.718781,0.847084,-1.700000,0.239061,0.018656,0.049883,0.847084,0.193653,0.029321,0.100000,0.947106,0.010744,-0.502226,-0.036500,-0.086602
8.080000,0.083204,0.713681,0.850265,-1.700021,0.238832,0.018917,0.050647,0.850265,0.193946,0.029383,0.100000,0.949552,0.010510,-0.502341,-0.034659,-0.083076
8.090000,0.084405,0.708538,0.853370,-1.700002,0.238609,0.019172,0.051424,0.853370,0.194240,0.029442,0.100000,0.952004,0.010284,-0.501812,-0.033448,-0.079648
8.100000,0.085582,0.703334,0.856479,-1.700000,0.238385,0.019422,0.052215,0.856479,0.194535,0.029498,0.100000,0.954459,0.010060,-0.500694,-0.033845,-0.077430
8.110000,0.086736,0.698056,0.859652,-1.700025,0.238151,0.019665,0.053017,0.859652,0.194830,0.029551,0.100000,0.956920,0.009836,-0.499551,-0.035310,-0.076128
8.120000,0.087867,0.692698,0.862892,-1.700003,0.237910,0.019901,0.053820,0.862892,0.195126,0.029601,0.100000,0.959384,0.009611,-0.498259,-0.035906,-0.073915
8.130000,0.088974,0.687291,0.866160,-1.700000,0.237664,0.020131,0.054631,0.866160,0.195422,0.029649,0.100000,0.961853,0.009386,-0.497602,-0.036160,-0.071576
8.140000,0.090059,0.681848,0.869432,-1.700016,0.237415,0.020356,0.055450,0.869432,0.195719,0.029693,0.100000,0.964326,0.009161,-0.497347,-0.036683,-0.069519
8.150000,0.091121,0.676365,0.872715,-1.700002,0.237162,0.020574,0.056271,0.872715,0.196016,0.029734,0.100000,0.966802,0.008938,-0.496660,-0.036941,-0.067077
8.160000,0.092159,0.670840,0.876012,-1.700000,0.236905,0.020786,0.057100,0.876012,0.196314,0.029773,0.100000,0.969282,0.008717,-0.495848,-0.037322,-0.064809
8.170000,0.093175,0.665269,0.879328,-1.700004,0.236644,0.020992,0.057935,0.879328,0.196612,0.029808,0.100000,0.971764,0.008496,-0.494978,-0.037877,-0.062693
8.180000,0.094168,0.659650,0.882666,-1.700000,0.236378,0.021192,0.058775,0.882666,0.196910,0.029840,0.100000,0.974249,0.008276,-0.494014,-0.038370,-0.060486
8.190000,0.095138,0.653966,0.886026,-1.699873,0.236110,0.021386,0.059609,0.886026,0.197208,0.029870,0.100000,0.976737,0.008055,-0.493642,-0.039574,-0.059191
8.200000,0.096085,0.648209,0.889404,-1.699556,0.235841,0.021574,0.060431,0.889404,0.197507,0.029896,0.100000,0.979228,0.007834,-0.493484,-0.040976,-0.058162
8.210000,0.097010,0.642387,0.892784,-1.699108,0.235573,0.021757,0.061249,0.892784,0.197806,0.029920,0.100000,0.981720,0.007615,-0.492979,-0.041607,-0.056397
8.220000,0.097912,0.636500,0.896148,-1.698555,0.235306,0.021934,0.062069,0.896148,0.198106,0.029940,0.100000,0.984214,0.007398,-0.492296,-0.041760,-0.054233
8.230000,0.098791,0.630533,0.899497,-1.697843,0.235042,0.022106,0.062886,0.899497,0.198405,0.029958,0.100000,0.986710,0.007182,-0.491737,-0.042343,-0.052515
8.240000,0.099648,0.624476,0.902843,-1.696935,0.234779,0.022273,0.063697,0.902843,0.198705,0.029972,0.100000,0.989207,0.006967,-0.491171,-0.043405,-0.051203
8.250000,0.100482,0.618328,0.906195,-1.695861,0.234517,0.022434,0.064504,0.906195,0.199005,0.029983,0.100000,0.991705,0.006753,-0.490372,-0.044295,-0.049652
8.260000,0.101293,0.612095,0.909545,-1.694660,0.234256,0.022590,0.065313,0.909545,0.199305,0.029992,0.100000,0.994204,0.006541,-0.489463,-0.044829,-0.047735
8.270000,0.102083,0.605776,0.912887,-1.693320,0.233996,0.022741,0.066122,0.912887,0.199604,0.029997,0.100000,0.996704,0.006329,-0.488711,-0.045467,-0.045907
8.280000,0.102850,0.599369,0.916226,-1.691807,0.233737,0.022886,0.066927,0.916226,0.199904,0.030000,0.100000,0.999204,0.006118,-0.488109,-0.046464,-0.044383
8.290000,0.103594,0.592872,0.919566,-1.690125,0.233478,0.023026,0.067728,0.919566,0.200204,0.029999,0.100000,1.001704,0.005908,-0.487450,-0.047529,-0.042868
8.300000,0.104317,0.586287,0.922906,-1.688296,0.233220,0.023161,0.068527,0.922906,0.200504,0.029996,0.100000,1.004203,0.005700,-0.486671,-0.048384,-0.041116
8.310000,0.105018,0.579614,0.926241,-1.686324,0.232963,0.023291,0.069327,0.926241,0.200804,0.029989,0.100000,1.006703,0.005492,-0.485908,-0.049172,-0.039283
8.320000,0.105696,0.572851,0.929570,-1.684192,0.232706,0.023415,0.070124,0.929570,0.201104,0.029980,0.100000,1.009202,0.005286,-0.485241,-0.050145,-0.037594
8.330000,0.106353,0.565993,0.932897,-1.681890,0.232450,0.023534,0.070919,0.932897,0.201404,0.029967,0.100000,1.011699,0.005081,-0.484585,-0.051262,-0.035994
8.340000,0.106988,0.559042,0.936222,-1.679426,0.232194,0.023648,0.071712,0.936222,0.201704,0.029952,0.100000,1.014196,0.004877,-0.483856,-0.052324,-0.034294
8.350000,0.107601,0.551996,0.939545,-1.676811,0.231939,0.023757,0.072504,0.939545,0.202003,0.029933,0.100000,1.016691,0.004674,-0.483101,-0.053309,-0.032485
8.360000,0.108193,0.544853,0.942862,-1.674036,0.231684,0.023861,0.073296,0.942862,0.202302,0.029912,0.100000,1.019185,0.004472,-0.482397,-0.054361,-0.030702
8.370000,0.108764,0.537611,0.946176,-1.671092,0.231429,0.023960,0.074085,0.946176,0.202601,0.029887,0.100000,1.021676,0.004272,-0.481733,-0.055538,-0.028990
8.380000,0.109313,0.530267,0.949488,-1.667979,0.231174,0.024054,0.074874,0.949488,0.202900,0.029860,0.100000,1.024166,0.004072,-0.481048,-0.056747,-0.027256
8.390000,0.109841,0.522821,0.952797,-1.664703,0.230919,0.024143,0.075661,0.952797,0.203198,0.029829,0.100000,1.026653,0.003874,-0.480334,-0.057921,-0.025440
8.400000,0.110347,0.515271,0.956101,-1.661261,0.230664,0.024227,0.076449,0.956101,0.203496,0.029796,0.100000,1.029137,0.003678,-0.479636,-0.059108,-0.023591
8.410000,0.110833,0.507613,0.959402,-1.657647,0.230409,0.024306,0.077236,0.959402,0.203794,0.029759,0.100000,1.031619,0.003482,-0.478975,-0.060376,-0.021766
8.420000,0.111298,0.499845,0.962699,-1.653857,0.230153,0.024381,0.078022,0.962699,0.204092,0.029720,0.100000,1.034097,0.003288,-0.478322,-0.061706,-0.019943
8.430000,0.111742,0.491964,0.965993,-1.649892,0.229897,0.024450,0.078808,0.965993,0.204389,0.029677,0.100000,1.036572,0.003095,-0.477654,-0.063045,-0.018071
8.440000,0.112165,0.483969,0.969283,-1.645751,0.229640,0.024515,0.079594,0.969283,0.204685,0.029632,0.100000,1.039043,0.002904,-0.476990,-0.064391,-0.016149
8.450000,0.112568,0.475856,0.972569,-1.641431,0.229382,0.024574,0.080380,0.972569,0.204981,0.029584,0.100000,1.041511,0.002714,-0.476350,-0.065786,-0.014212
8.460000,0.112950,0.467621,0.975852,-1.636926,0.229124,0.024629,0.081167,0.975852,0.205277,0.029532,0.100000,1.043974,0.002525,-0.475729,-0.067240,-0.012269
8.470000,0.113312,0.459262,0.979131,-1.632234,0.228864,0.024679,0.081954,0.979131,0.205572,0.029478,0.100000,1.046432,0.002338,-0.475112,-0.068731,-0.010293
8.480000,0.113654,0.450774,0.982407,-1.627354,0.228604,0.024724,0.082743,0.982407,0.205866,0.029421,0.100000,1.048887,0.002152,-0.474495,-0.070242,-0.008270
8.490000,0.113976,0.442156,0.985679,-1.622283,0.228341,0.024765,0.083533,0.985679,0.206160,0.029361,0.100000,1.051336,0.001967,-0.473893,-0.071787,-0.006210
8.500000,0.114278,0.433402,0.988947,-1.617015,0.228077,0.024801,0.084324,0.988947,0.206454,0.029298,0.100000,1.053780,0.001784,-0.473310,-0.073383,-0.004126
8.510000,0.114560,0.424508,0.992211,-1.611548,0.227812,0.024832,0.085116,0.992211,0.206746,0.029232,0.100000,1.056219,0.001602,-0.472738,-0.075025,-0.002012
8.520000,0.114823,0.415471,0.995473,-1.605877,0.227544,0.024859,0.085911,0.995473,0.207038,0.029163,0.100000,1.058652,0.001422,-0.472167,-0.076700,0.000144
8.530000,0.115065,0.406286,0.998731,-1.599999,0.227274,0.024880,0.086708,0.998731,0.207329,0.029091,0.100000,1.061079,0.001243,-0.471602,-0.078408,0.002345
8.540000,0.115289,0.396949,1.001985,-1.593911,0.227001,0.024898,0.087507,1.001985,0.207620,0.029016,0.100000,1.063500,0.001066,-0.471044,-0.080160,0.004582
8.550000,0.115493,0.387455,1.005236,-1.587607,0.226726,0.024910,0.088310,1.005236,0.207910,0.028938,0.100000,1.065915,0.000890,-0.470487,-0.081957,0.006852
8.560000,0.115678,0.377800,1.008484,-1.581084,0.226448,0.024918,0.089115,1.008484,0.208199,0.028858,0.100000,1.068323,0.000716,-0.469922,-0.083795,0.009159
8.570000,0.115844,0.367979,1.011729,-1.574338,0.226166,0.024921,0.089924,1.011729,0.208487,0.028774,0.100000,1.070725,0.000543,-0.469339,-0.085668,0.011504
8.580000,0.115991,0.357987,1.014971,-1.567366,0.225880,0.024920,0.090736,1.014971,0.208774,0.028688,0.100000,1.073119,0.000371,-0.468730,-0.087578,0.013883
8.590000,0.116119,0.347821,1.018211,-1.560163,0.225590,0.024914,0.091552,1.018211,0.209061,0.028599,0.100000,1.075506,0.000201,-0.468083,-0.089529,0.016286
8.600000,0.116229,0.337476,1.021447,-1.552727,0.225296,0.024903,0.092373,1.021447,0.209346,0.028507,0.100000,1.077885,0.000032,-0.467376,-0.091517,0.018708
8.610000,0.116320,0.326949,1.024682,-1.545054,0.224997,0.024888,0.093197,1.024682,0.209631,0.028412,0.100000,1.080257,-0.000135,-0.466583,-0.093536,0.021140
8.620000,0.116393,0.316236,1.027914,-1.537143,0.224693,0.024868,0.094027,1.027914,0.209914,0.028314,0.100000,1.082621,-0.000301,-0.465672,-0.095583,0.023569
8.630000,0.116447,0.305337,1.031145,-1.528994,0.224383,0.024844,0.094860,1.031145,0.210197,0.028214,0.100000,1.084976,-0.000465,-0.464604,-0.097654,0.025976
8.640000,0.116484,0.294249,1.034373,-1.520608,0.224066,0.024815,0.095698,1.034373,0.210479,0.028110,0.100000,1.087323,-0.000629,-0.463328,-0.099744,0.028335
8.650000,0.116502,0.282975,1.037601,-1.511987,0.223743,0.024781,0.096541,1.037601,0.210759,0.028004,0.100000,1.089661,-0.000791,-0.461777,-0.101845,0.030618
8.660000,0.116503,0.271518,1.040827,-1.503139,0.223413,0.024742,0.097387,1.040827,0.211039,0.027895,0.100000,1.091990,-0.000952,-0.459872,-0.103945,0.032784
8.670000,0.116486,0.259885,1.044052,-1.494072,0.223074,0.024699,0.098236,1.044052,0.211317,0.027783,0.100000,1.094310,-0.001112,-0.457515,-0.106035,0.034786
8.680000,0.116452,0.248086,1.047277,-1.484800,0.222728,0.024651,0.099088,1.047277,0.211594,0.027669,0.100000,1.096621,-0.001271,-0.454593,-0.108100,0.036562
8.690000,0.116400,0.236138,1.050502,-1.475343,0.222373,0.024599,0.099941,1.050502,0.211871,0.027552,0.100000,1.098921,-0.001429,-0.450973,-0.110128,0.038041
8.700000,0.116331,0.224063,1.053727,-1.465727,0.222008,0.024541,0.100794,1.053727,0.212145,0.027431,0.100000,1.101212,-0.001588,-0.446507,-0.112103,0.039137
8.710000,0.116245,0.211890,1.056952,-1.455986,0.221634,0.024479,0.101643,1.056952,0.212419,0.027309,0.100000,1.103493,-0.001746,-0.441044,-0.114013,0.039756
8.720000,0.116142,0.199658,1.060178,-1.446165,0.221250,0.024413,0.102486,1.060178,0.212692,0.027183,0.100000,1.105764,-0.001904,-0.434439,-0.115849,0.039796
8.730000,0.116022,0.187417,1.063405,-1.436318,0.220857,0.024341,0.103319,1.063405,0.212963,0.027055,0.100000,1.108024,-0.002062,-0.426576,-0.117613,0.039151
8.740000,0.115885,0.175228,1.066631,-1.426509,0.220454,0.024266,0.104138,1.066631,0.213233,0.026924,0.100000,1.110273,-0.002221,-0.417396,-0.119314,0.037727
8.750000,0.115732,0.163164,1.069857,-1.416814,0.220043,0.024185,0.104936,1.069857,0.213501,0.026790,0.100000,1.112511,-0.002381,-0.406924,-0.120980,0.035448
8.760000,0.115563,0.151310,1.073080,-1.407319,0.219624,0.024101,0.105706,1.073080,0.213769,0.026654,0.100000,1.114738,-0.002541,-0.395301,-0.122652,0.032275
8.770000,0.115377,0.139760,1.076297,-1.398114,0.219199,0.024013,0.106442,1.076297,0.214034,0.026515,0.100000,1.116953,-0.002702,-0.382793,-0.124385,0.028212
8.780000,0.115175,0.128616,1.079505,-1.389293,0.218770,0.023921,0.107134,1.079505,0.214299,0.026373,0.100000,1.119157,-0.002863,-0.369783,-0.126236,0.023321
8.790000,0.114956,0.117981,1.082696,-1.380945,0.218341,0.023825,0.107773,1.082696,0.214562,0.026229,0.100000,1.121349,-0.003024,-0.356733,-0.128252,0.017719
8.800000,0.114722,0.107951,1.085862,-1.373147,0.217915,0.023727,0.108352,1.085862,0.214823,0.026082,0.100000,1.123528,-0.003184,-0.344110,-0.130449,0.011567
8.810000,0.114472,0.098612,1.088993,-1.365961,0.217494,0.023627,0.108862,1.088993,0.215083,0.025932,0.100000,1.125696,-0.003343,-0.332316,-0.132806,0.005058
8.820000,0.114206,0.090029,1.092077,-1.359431,0.217083,0.023524,0.109299,1.092077,0.215342,0.025780,0.100000,1.127850,-0.003500,-0.321625,-0.135259,-0.001611
8.830000,0.113924,0.082245,1.095104,-1.353574,0.216686,0.023420,0.109660,1.095104,0.215599,0.025626,0.100000,1.129992,-0.003654,-0.312160,-0.137716,-0.008253
8.840000,0.113627,0.075278,1.098061,-1.348391,0.216304,0.023315,0.109943,1.098061,0.215855,0.025468,0.100000,1.132121,-0.003807,-0.303910,-0.140078,-0.014713
8.850000,0.113313,0.069122,1.100939,-1.343865,0.215940,0.023209,0.110150,1.100939,0.216108,0.025308,0.100000,1.134237,-0.003956,-0.296773,-0.142261,-0.020873
8.860000,0.112985,0.063752,1.103732,-1.339964,0.215596,0.023102,0.110285,1.103732,0.216361,0.025146,0.100000,1.136339,-0.004104,-0.290616,-0.144215,-0.026655
8.870000,0.112641,0.059127,1.106439,-1.336651,0.215271,0.022994,0.110352,1.106439,0.216611,0.024981,0.100000,1.138428,-0.004250,-0.285305,-0.145920,-0.032017
8.880000,0.112281,0.055198,1.109057,-1.333882,0.214965,0.022885,0.110358,1.109057,0.216860,0.024814,0.100000,1.140503,-0.004394,-0.280733,-0.147383,-0.036942
8.890000,0.111907,0.051908,1.111592,-1.331612,0.214677,0.022776,0.110309,1.111592,0.217108,0.024644,0.100000,1.142563,-0.004536,-0.276812,-0.148621,-0.041430
8.900000,0.111517,0.049201,1.114045,-1.329797,0.214406,0.022666,0.110210,1.114045,0.217353,0.024472,0.100000,1.144610,-0.004677,-0.273470,-0.149655,-0.045492
8.910000,0.111113,0.047020,1.116423,-1.328393,0.214152,0.022555,0.110067,1.116423,0.217597,0.024297,0.100000,1.146642,-0.004817,-0.270646,-0.150500,-0.049144
8.920000,0.110694,0.045311,1.118730,-1.327359,0.213911,0.022442,0.109885,1.118730,0.217839,0.024120,0.100000,1.148659,-0.004955,-0.268282,-0.151175,-0.052408
8.930000,0.110260,0.044019,1.120973,-1.326654,0.213684,0.022328,0.109671,1.120973,0.218079,0.023940,0.100000,1.150662,-0.005092,-0.266324,-0.151692,-0.055307
8.940000,0.109813,0.043096,1.123155,-1.326242,0.213469,0.022213,0.109429,1.123155,0.218318,0.023758,0.100000,1.152649,-0.005228,-0.264726,-0.152069,-0.057866
8.950000,0.109351,0.042496,1.125281,-1.326086,0.213264,0.022096,0.109163,1.125281,0.218555,0.023574,0.100000,1.154622,-0.005362,-0.263440,-0.152320,-0.060112
8.960000,0.108875,0.042174,1.127357,-1.326155,0.213068,0.021978,0.108878,1.127357,0.218789,0.023387,0.100000,1.156578,-0.005495,-0.262425,-0.152458,-0.062070
8.970000,0.108385,0.042092,1.129387,-1.326420,0.212880,0.021858,0.108577,1.129387,0.219022,0.023198,0.100000,1.158519,-0.005627,-0.261641,-0.152498,-0.063767
8.980000,0.107882,0.042213,1.131374,-1.326854,0.212699,0.021736,0.108263,1.131374,0.219253,0.023007,0.100000,1.160445,-0.005758,-0.261055,-0.152452,-0.065228
8.990000,0.107364,0.042505,1.133323,-1.327431,0.212523,0.021612,0.107941,1.133323,0.219482,0.022813,0.100000,1.162354,-0.005888,-0.260633,-0.152331,-0.066478
9.000000,0.106834,0.042938,1.135236,-1.328131,0.212353,0.021486,0.107611,1.135236,0.219710,0.022617,0.100000,1.164247,-0.006016,-0.260348,-0.152145,-0.067539
9.010000,0.106290,0.043487,1.137118,-1.328934,0.212187,0.021358,0.107277,1.137118,0.219935,0.022419,0.100000,1.166123,-0.006143,-0.260175,-0.151904,-0.068433
9.020000,0.105733,0.044129,1.138971,-1.329823,0.212025,0.021228,0.106941,1.138971,0.220158,0.022218,0.100000,1.167983,-0.006269,-0.260091,-0.151617,-0.069181
9.030000,0.105163,0.044842,1.140797,-1.330782,0.211866,0.021096,0.106604,1.140797,0.220379,0.022016,0.100000,1.169826,-0.006393,-0.260077,-0.151291,-0.069801
9.040000,0.104580,0.045610,1.142599,-1.331799,0.211709,0.020962,0.106268,1.142599,0.220598,0.021811,0.100000,1.171652,-0.006517,-0.260116,-0.150934,-0.070310
9.050000,0.103984,0.046417,1.144378,-1.332862,0.211555,0.020826,0.105934,1.144378,0.220815,0.021604,0.100000,1.173461,-0.006639,-0.260195,-0.150552,-0.070723
9.060000,0.103376,0.047251,1.146137,-1.333961,0.211402,0.020687,0.105604,1.146137,0.221030,0.021395,0.100000,1.175253,-0.006760,-0.260303,-0.150151,-0.071055
9.070000,0.102755,0.048100,1.147876,-1.335088,0.211250,0.020546,0.105278,1.147876,0.221243,0.021183,0.100000,1.177027,-0.006879,-0.260429,-0.149735,-0.071317
9.080000,0.102122,0.048954,1.149598,-1.336235,0.211099,0.020403,0.104958,1.149598,0.221454,0.020970,0.100000,1.178783,-0.006998,-0.260565,-0.149308,-0.071521
9.090000,0.101476,0.049807,1.151303,-1.337397,0.210950,0.020258,0.104643,1.151303,0.221663,0.020754,0.100000,1.180522,-0.007115,-0.260706,-0.148875,-0.071676
9.100000,0.100819,0.050652,1.152992,-1.338569,0.210801,0.020111,0.104334,1.152992,0.221869,0.020536,0.100000,1.182242,-0.007231,-0.260845,-0.148439,-0.071789
9.110000,0.100149,0.051484,1.154665,-1.339747,0.210653,0.019962,0.104032,1.154665,0.222073,0.020317,0.100000,1.183944,-0.007346,-0.260980,-0.148001,-0.071869
9.120000,0.099468,0.052299,1.156324,-1.340927,0.210505,0.019810,0.103736,1.156324,0.222275,0.020095,0.100000,1.185628,-0.007459,-0.261108,-0.147566,-0.071922
9.130000,0.098774,0.053094,1.157968,-1.342106,0.210358,0.019657,0.103447,1.157968,0.222475,0.019871,0.100000,1.187294,-0.007571,-0.261226,-0.147134,-0.071951
9.140000,0.098070,0.053866,1.159599,-1.343282,0.210212,0.019501,0.103166,1.159599,0.222673,0.019645,0.100000,1.188940,-0.007682,-0.261332,-0.146707,-0.071962
9.150000,0.097353,0.054613,1.161216,-1.344454,0.210065,0.019343,0.102892,1.161216,0.222868,0.019418,0.100000,1.190568,-0.007792,-0.261427,-0.146286,-0.071957
9.160000,0.096626,0.055335,1.162819,-1.345620,0.209920,0.019184,0.102625,1.162819,0.223061,0.019188,0.100000,1.192176,-0.007900,-0.261508,-0.145873,-0.071941
9.170000,0.095887,0.056030,1.164409,-1.346778,0.209774,0.019022,0.102365,1.164409,0.223252,0.018957,0.100000,1.193766,-0.008008,-0.261577,-0.145468,-0.071915
9.180000,0.095137,0.056698,1.165986,-1.347928,0.209630,0.018859,0.102112,1.165986,0.223440,0.018723,0.100000,1.195336,-0.008113,-0.261632,-0.145072,-0.071881
9.190000,0.094376,0.057339,1.167549,-1.349070,0.209485,0.018693,0.101866,1.167549,0.223626,0.018488,0.100000,1.196886,-0.008218,-0.261675,-0.144685,-0.071841
9.200000,0.093604,0.057952,1.169099,-1.350202,0.209341,0.018526,0.101627,1.169099,0.223810,0.018251,0.100000,1.198417,-0.008321,-0.261704,-0.144308,-0.071795
9.210000,0.092822,0.058539,1.170636,-1.351324,0.209198,0.018357,0.101395,1.170636,0.223991,0.018012,0.100000,1.199928,-0.008423,-0.261721,-0.143940,-0.071746
9.220000,0.092029,0.059099,1.172159,-1.352437,0.209055,0.018186,0.101170,1.172159,0.224170,0.017771,0.100000,1.201419,-0.008524,-0.261727,-0.143583,-0.071693
9.230000,0.091225,0.059633,1.173668,-1.353539,0.208913,0.018014,0.100951,1.173668,0.224347,0.017528,0.100000,1.202890,-0.008624,-0.261721,-0.143237,-0.071637
9.240000,0.090412,0.060141,1.175164,-1.354631,0.208772,0.017839,0.100739,1.175164,0.224521,0.017284,0.100000,1.204340,-0.008722,-0.261703,-0.142900,-0.071579
9.250000,0.089588,0.060624,1.176645,-1.355712,0.208631,0.017663,0.100533,1.176645,0.224692,0.017038,0.100000,1.205770,-0.008819,-0.261676,-0.142574,-0.071518
9.260000,0.088754,0.061083,1.178113,-1.356783,0.208492,0.017485,0.100333,1.178113,0.224862,0.016790,0.100000,1.207180,-0.008915,-0.261638,-0.142259,-0.071456
9.270000,0.087910,0.061519,1.179566,-1.357843,0.208353,0.017306,0.100140,1.179566,0.225028,0.016541,0.100000,1.208568,-0.009009,-0.261591,-0.141953,-0.071392
9.280000,0.087056,0.061931,1.181005,-1.358892,0.208214,0.017125,0.099952,1.181005,0.225192,0.016289,0.100000,1.209936,-0.009102,-0.261534,-0.141658,-0.071327
9.290000,0.086193,0.062321,1.182429,-1.359930,0.208077,0.016942,0.099770,1.182429,0.225354,0.016037,0.100000,1.211283,-0.009194,-0.261469,-0.141373,-0.071260
9.300000,0.085320,0.062689,1.183838,-1.360958,0.207941,0.016758,0.099594,1.183838,0.225513,0.015782,0.100000,1.212609,-0.009285,-0.261396,-0.141098,-0.071192
9.310000,0.084438,0.063036,1.185233,-1.361974,0.207806,0.016573,0.099424,1.185233,0.225670,0.015526,0.100000,1.213914,-0.009374,-0.261315,-0.140834,-0.071123
9.320000,0.083546,0.063363,1.186612,-1.362980,0.207671,0.016386,0.099259,1.186612,0.225824,0.015269,0.100000,1.215197,-0.009462,-0.261227,-0.140579,-0.071052
9.330000,0.082645,0.063670,1.187976,-1.363975,0.207538,0.016197,0.099099,1.187976,0.225975,0.015010,0.100000,1.216458,-0.009549,-0.261132,-0.140334,-0.070979
9.340000,0.081736,0.063958,1.189324,-1.364959,0.207406,0.016007,0.098944,1.189324,0.226124,0.014749,0.100000,1.217698,-0.009634,-0.261031,-0.140099,-0.070906
9.350000,0.080817,0.064228,1.190657,-1.365932,0.207275,0.015816,0.098795,1.190657,0.226270,0.014487,0.100000,1.218917,-0.009719,-0.260923,-0.139873,-0.070831
9.360000,0.079890,0.064480,1.191974,-1.366894,0.207146,0.015623,0.098651,1.191974,0.226414,0.014224,0.100000,1.220113,-0.009802,-0.260810,-0.139657,-0.070754
9.370000,0.078954,0.064715,1.193275,-1.367845,0.207017,0.015429,0.098511,1.193275,0.226554,0.013959,0.100000,1.221287,-0.009883,-0.260691,-0.139451,-0.070677
9.380000,0.078009,0.064933,1.194560,-1.368784,0.206890,0.015234,0.098376,1.194560,0.226693,0.013693,0.100000,1.222439,-0.009964,-0.260568,-0.139254,-0.070598
9.390000,0.077056,0.065134,1.195828,-1.369713,0.206764,0.015038,0.098246,1.195828,0.226828,0.013425,0.100000,1.223569,-0.010043,-0.260439,-0.139067,-0.070517
9.400000,0.076095,0.065321,1.197080,-1.370630,0.206640,0.014840,0.098121,1.197080,0.226961,0.013156,0.100000,1.224677,-0.010121,-0.260307,-0.138888,-0.070435
9.410000,0.075126,0.065492,1.198315,-1.371536,0.206516,0.014641,0.098000,1.198315,0.227091,0.012886,0.100000,1.225762,-0.010197,-0.260170,-0.138719,-0.070352
9.420000,0.074149,0.065649,1.199533,-1.372431,0.206395,0.014441,0.097883,1.199533,0.227219,0.012615,0.100000,1.226825,-0.010273,-0.260029,-0.138559,-0.070267
9.430000,0.073164,0.065791,1.200735,-1.373314,0.206274,0.014239,0.097771,1.200735,0.227344,0.012342,0.100000,1.227865,-0.010347,-0.259885,-0.138408,-0.070181
9.440000,0.072171,0.065921,1.201919,-1.374186,0.206156,0.014037,0.097663,1.201919,0.227466,0.012068,0.100000,1.228882,-0.010420,-0.259738,-0.138266,-0.070094
9.450000,0.071171,0.066037,1.203085,-1.375046,0.206038,0.013833,0.097559,1.203085,0.227585,0.011792,0.100000,1.229876,-0.010491,-0.259588,-0.138133,-0.070005
9.460000,0.070163,0.066140,1.204235,-1.375895,0.205923,0.013629,0.097458,1.204235,0.227702,0.011516,0.100000,1.230847,-0.010562,-0.259436,-0.138008,-0.069914
