t,q1,q2,q3,q4,x,y,z,q3_out,x_des,y_des,z_des,q3_des,tau1,tau2,tau3,tau4
1.560000,0.109716,0.614938,0.889077,-1.700001,0.235955,0.024671,0.068019,0.889077,0.204480,0.027774,0.094384,0.970562,0.007714,-0.447136,-0.057899,-0.104307
1.570000,0.110563,0.612472,0.891122,-1.700000,0.235753,0.024840,0.068304,0.891122,0.204219,0.027904,0.094712,0.972280,0.007578,-0.444659,-0.059410,-0.105279
1.580000,0.111396,0.610039,0.893203,-1.700047,0.235546,0.025006,0.068583,0.893203,0.203966,0.028030,0.095029,0.973941,0.007436,-0.443149,-0.061648,-0.107038
1.590000,0.112216,0.607645,0.895282,-1.700005,0.235340,0.025168,0.068842,0.895282,0.203722,0.028151,0.095335,0.975546,0.007295,-0.441447,-0.061933,-0.106916
1.600000,0.113023,0.605330,0.897299,-1.700000,0.235139,0.025328,0.069095,0.897299,0.203486,0.028268,0.095630,0.977093,0.007153,-0.440570,-0.061865,-0.106757
1.610000,0.113816,0.603096,0.899244,-1.700000,0.234944,0.025485,0.069340,0.899244,0.203259,0.028381,0.095915,0.978583,0.007011,-0.439736,-0.062153,-0.106863
1.620000,0.114595,0.600935,0.901140,-1.700026,0.234752,0.025639,0.069577,0.901140,0.203041,0.028489,0.096188,0.980016,0.006869,-0.438758,-0.063090,-0.107605
1.630000,0.115361,0.598824,0.903002,-1.700003,0.234564,0.025790,0.069802,0.903002,0.202832,0.028593,0.096451,0.981393,0.006728,-0.436959,-0.063375,-0.107648
1.640000,0.116112,0.596768,0.904824,-1.700000,0.234379,0.025937,0.070021,0.904824,0.202631,0.028693,0.096703,0.982714,0.006587,-0.435373,-0.063648,-0.107818
1.650000,0.116849,0.594789,0.906599,-1.700125,0.234195,0.026082,0.070245,0.906599,0.202438,0.028789,0.096944,0.983978,0.006441,-0.435418,-0.065867,-0.110042
1.660000,0.117572,0.592836,0.908343,-1.700013,0.234020,0.026224,0.070437,0.908343,0.202254,0.028880,0.097174,0.985187,0.006304,-0.432895,-0.064865,-0.108713
1.670000,0.118280,0.590957,0.910019,-1.700001,0.233848,0.026363,0.070634,0.910019,0.202079,0.028967,0.097394,0.986341,0.006165,-0.431318,-0.064304,-0.108275
1.680000,0.118974,0.589139,0.911640,-1.700000,0.233681,0.026500,0.070826,0.911640,0.201912,0.029050,0.097604,0.987439,0.006026,-0.430105,-0.064903,-0.108673
1.690000,0.119654,0.587397,0.913238,-1.700081,0.233514,0.026632,0.071014,0.913238,0.201753,0.029129,0.097803,0.988484,0.005885,-0.429704,-0.067118,-0.110678
1.700000,0.120320,0.585694,0.914821,-1.700009,0.233352,0.026762,0.071175,0.914821,0.201602,0.029204,0.097992,0.989475,0.005750,-0.427613,-0.066939,-0.110188
1.710000,0.120972,0.584064,0.916348,-1.700001,0.233194,0.026889,0.071336,0.916348,0.201459,0.029275,0.098171,0.990413,0.005615,-0.426322,-0.066671,-0.110015
1.720000,0.121609,0.582502,0.917813,-1.700000,0.233041,0.027014,0.071490,0.917813,0.201324,0.029342,0.098340,0.991299,0.005482,-0.425370,-0.067032,-0.110294
1.730000,0.122232,0.581017,0.919239,-1.700054,0.232890,0.027135,0.071639,0.919239,0.201197,0.029405,0.098499,0.992133,0.005349,-0.424880,-0.068512,-0.111679
1.740000,0.122841,0.579579,0.920636,-1.700006,0.232745,0.027254,0.071768,0.920636,0.201078,0.029465,0.098649,0.992917,0.005221,-0.423132,-0.068502,-0.111489
1.750000,0.123437,0.578207,0.921984,-1.700001,0.232603,0.027370,0.071894,0.921984,0.200966,0.029520,0.098789,0.993651,0.005094,-0.421869,-0.068474,-0.111545
1.760000,0.124018,0.576897,0.923280,-1.700000,0.232466,0.027483,0.072014,0.923280,0.200862,0.029572,0.098920,0.994337,0.004971,-0.420879,-0.068855,-0.111897
1.770000,0.124586,0.575658,0.924539,-1.700036,0.232332,0.027593,0.072127,0.924539,0.200765,0.029620,0.099041,0.994975,0.004849,-0.420272,-0.069951,-0.112962
1.780000,0.125141,0.574470,0.925763,-1.700004,0.232203,0.027701,0.072225,0.925763,0.200675,0.029665,0.099154,0.995566,0.004732,-0.418883,-0.070061,-0.112989
1.790000,0.125682,0.573346,0.926941,-1.700000,0.232077,0.027806,0.072318,0.926941,0.200592,0.029706,0.099258,0.996112,0.004618,-0.417826,-0.070154,-0.113177
1.800000,0.126210,0.572316,0.928062,-1.700218,0.231951,0.027908,0.072425,0.928062,0.200515,0.029744,0.099354,0.996615,0.004522,-0.408205,-0.059158,-0.100252
1.810000,0.126725,0.571284,0.929163,-1.700023,0.231838,0.028009,0.072484,0.929163,0.200445,0.029779,0.099442,0.997074,0.004401,-0.416320,-0.071311,-0.114402
1.820000,0.127228,0.570371,0.930369,-1.700002,0.231710,0.028105,0.072525,0.930369,0.200382,0.029810,0.099522,0.997492,0.004296,-0.416270,-0.077639,-0.118765
1.830000,0.127719,0.569542,0.931598,-1.700000,0.231579,0.028198,0.072545,0.931598,0.200324,0.029839,0.099594,0.997870,0.004197,-0.415037,-0.076322,-0.118202
1.840000,0.128199,0.568803,0.932622,-1.700155,0.231464,0.028290,0.072593,0.932622,0.200272,0.029865,0.099659,0.998210,0.004102,-0.416883,-0.074748,-0.118164
1.850000,0.128667,0.568083,0.933458,-1.700017,0.231375,0.028383,0.072624,0.933458,0.200226,0.029888,0.099716,0.998514,0.004020,-0.415030,-0.070909,-0.114911
1.860000,0.129123,0.567403,0.934198,-1.700002,0.231293,0.028474,0.072675,0.934198,0.200185,0.029908,0.099768,0.998782,0.003942,-0.412928,-0.069955,-0.114430
1.870000,0.129568,0.566721,0.934955,-1.700000,0.231208,0.028562,0.072726,0.934955,0.200150,0.029926,0.099812,0.999017,0.003868,-0.410710,-0.071358,-0.115685
1.880000,0.130003,0.566067,0.935771,-1.700114,0.231116,0.028647,0.072777,0.935771,0.200119,0.029941,0.099851,0.999221,0.003793,-0.410453,-0.074696,-0.118908
1.890000,0.130428,0.565423,0.936612,-1.700012,0.231026,0.028730,0.072795,0.936612,0.200092,0.029954,0.099885,0.999395,0.003731,-0.408879,-0.074221,-0.118261
1.900000,0.130844,0.564859,0.937386,-1.700001,0.230940,0.028812,0.072816,0.937386,0.200070,0.029965,0.099913,0.999542,0.003675,-0.408964,-0.073430,-0.117858
1.910000,0.131251,0.564369,0.938081,-1.700000,0.230862,0.028892,0.072832,0.938081,0.200051,0.029975,0.099936,0.999663,0.003625,-0.409327,-0.073488,-0.118076
1.920000,0.131650,0.563952,0.938739,-1.700098,0.230785,0.028971,0.072850,0.938739,0.200036,0.029982,0.099955,0.999762,0.003580,-0.410146,-0.075399,-0.120186
1.930000,0.132041,0.563541,0.939388,-1.700010,0.230714,0.029048,0.072844,0.939388,0.200024,0.029988,0.099969,0.999839,0.003548,-0.408395,-0.074615,-0.119490
1.940000,0.132425,0.563164,0.939998,-1.700001,0.230644,0.029124,0.072846,0.939998,0.200016,0.029992,0.099981,0.999898,0.003521,-0.407500,-0.073916,-0.119291
1.950000,0.132802,0.562815,0.940569,-1.700000,0.230578,0.029200,0.072847,0.940569,0.200009,0.029996,0.099989,0.999940,0.003503,-0.407187,-0.074080,-0.119697
1.960000,0.133174,0.562513,0.941126,-1.700080,0.230512,0.029273,0.072850,0.941126,0.200005,0.029998,0.099994,0.999969,0.003492,-0.407852,-0.075804,-0.121637
1.970000,0.133540,0.562217,0.941679,-1.700009,0.230450,0.029346,0.072834,0.941679,0.200002,0.029999,0.099998,0.999987,0.003492,-0.406794,-0.075295,-0.121236
1.980000,0.133902,0.561958,0.942197,-1.700001,0.230389,0.029419,0.072822,0.942197,0.200001,0.030000,0.099999,0.999996,0.003501,-0.406486,-0.074759,-0.121178
1.990000,0.134260,0.561725,0.942678,-1.700000,0.230332,0.029491,0.072809,0.942678,0.200000,0.030000,0.100000,1.000000,0.003520,-0.406523,-0.074828,-0.121557
2.000000,0.134616,0.561526,0.943146,-1.700066,0.230275,0.029562,0.072799,0.943146,0.200000,0.030000,0.100000,1.000000,-0.000017,-0.584216,-0.078758,-0.054606
2.010000,0.134969,0.561325,0.943609,-1.700007,0.230221,0.029633,0.072775,0.943609,0.200300,0.029999,0.100000,1.002500,-0.000361,-0.591012,-0.077977,-0.051011
2.020000,0.135278,0.559093,0.944742,-1.697524,0.230168,0.029695,0.072811,0.944742,0.200600,0.029994,0.100000,1.005000,0.000145,-0.530590,-0.069279,-0.054712
2.030000,0.135522,0.554149,0.946635,-1.694540,0.230063,0.029735,0.073280,0.946635,0.200900,0.029987,0.100000,1.007499,0.000588,-0.472657,-0.047664,-0.041533
2.040000,0.135718,0.547762,0.948839,-1.692663,0.229904,0.029756,0.074161,0.948839,0.201200,0.029976,0.100000,1.009997,0.000771,-0.445084,-0.031463,-0.025121
2.050000,0.135883,0.540906,0.951328,-1.690595,0.229718,0.029768,0.075081,0.951328,0.201499,0.029963,0.100000,1.012495,0.000744,-0.445996,-0.040918,-0.029814
2.060000,0.136028,0.534059,0.954301,-1.687499,0.229506,0.029771,0.075806,0.954301,0.201799,0.029946,0.100000,1.014991,0.000609,-0.457018,-0.062861,-0.044744
2.070000,0.136160,0.527542,0.957591,-1.684657,0.229254,0.029765,0.076444,0.957591,0.202098,0.029927,0.100000,1.017486,0.000447,-0.461458,-0.069666,-0.045615
2.080000,0.136279,0.521417,0.960736,-1.682932,0.228984,0.029755,0.077151,0.960736,0.202397,0.029904,0.100000,1.019979,0.000292,-0.461571,-0.060648,-0.033544
2.090000,0.136386,0.515422,0.963547,-1.681323,0.228742,0.029745,0.077887,0.963547,0.202696,0.029879,0.100000,1.022470,0.000148,-0.465498,-0.056033,-0.027168
2.100000,0.136479,0.509265,0.966256,-1.678695,0.228531,0.029737,0.078543,0.966256,0.202995,0.029850,0.100000,1.024958,0.000010,-0.470409,-0.062595,-0.031517
2.110000,0.136557,0.502875,0.969093,-1.675359,0.228323,0.029725,0.079143,0.969093,0.203293,0.029819,0.100000,1.027445,-0.000127,-0.469926,-0.068297,-0.034302
2.120000,0.136621,0.496330,0.972000,-1.672243,0.228098,0.029709,0.079792,0.972000,0.203591,0.029784,0.100000,1.029928,-0.000263,-0.464540,-0.065242,-0.028806
2.130000,0.136671,0.489657,0.974835,-1.669389,0.227871,0.029688,0.080508,0.974835,0.203889,0.029747,0.100000,1.032409,-0.000397,-0.461485,-0.060881,-0.022236
2.140000,0.136706,0.482816,0.977623,-1.666170,0.227652,0.029666,0.081220,0.977623,0.204186,0.029706,0.100000,1.034886,-0.000532,-0.462724,-0.063106,-0.021734
2.150000,0.136727,0.475805,0.980485,-1.662392,0.227437,0.029641,0.081886,0.980485,0.204483,0.029663,0.100000,1.037360,-0.000667,-0.464158,-0.068619,-0.023862
2.160000,0.136734,0.468679,0.983432,-1.658486,0.227212,0.029612,0.082548,0.983432,0.204780,0.029617,0.100000,1.039830,-0.000803,-0.462811,-0.070329,-0.022269
2.170000,0.136727,0.461472,0.986368,-1.654716,0.226980,0.029578,0.083242,0.986368,0.205075,0.029568,0.100000,1.042296,-0.000937,-0.460856,-0.068545,-0.017585
2.180000,0.136706,0.454153,0.989249,-1.650837,0.226752,0.029542,0.083951,0.989249,0.205371,0.029515,0.100000,1.044757,-0.001070,-0.460945,-0.068545,-0.014651
2.190000,0.136671,0.446686,0.992126,-1.646568,0.226528,0.029504,0.084641,0.992126,0.205666,0.029460,0.100000,1.047215,-0.001202,-0.462038,-0.071634,-0.014460
2.200000,0.136622,0.439071,0.995049,-1.641999,0.226303,0.029462,0.085317,0.995049,0.205960,0.029402,0.100000,1.049667,-0.001334,-0.461829,-0.074345,-0.013749
2.210000,0.136559,0.431327,0.997993,-1.637357,0.226072,0.029416,0.086006,0.997993,0.206254,0.029341,0.100000,1.052115,-0.001466,-0.460352,-0.074697,-0.010838
2.220000,0.136481,0.423451,1.000918,-1.632639,0.225839,0.029368,0.086712,1.000918,0.206547,0.029277,0.100000,1.054557,-0.001596,-0.459452,-0.074688,-0.007599
2.230000,0.136390,0.415425,1.003828,-1.627678,0.225607,0.029316,0.087420,1.003828,0.206839,0.029210,0.100000,1.056994,-0.001726,-0.459650,-0.076367,-0.005835
2.240000,0.136286,0.407242,1.006756,-1.622420,0.225375,0.029261,0.088119,1.006756,0.207131,0.029140,0.100000,1.059426,-0.001855,-0.459778,-0.078900,-0.004729
2.250000,0.136167,0.398908,1.009707,-1.616967,0.225139,0.029203,0.088818,1.009707,0.207422,0.029067,0.100000,1.061851,-0.001984,-0.459073,-0.080530,-0.002718
2.260000,0.136034,0.390427,1.012660,-1.611386,0.224898,0.029141,0.089530,1.012660,0.207712,0.028992,0.100000,1.064270,-0.002112,-0.458178,-0.081322,0.000096
2.270000,0.135888,0.381791,1.015603,-1.605619,0.224657,0.029077,0.090249,1.015603,0.208002,0.028913,0.100000,1.066683,-0.002239,-0.457856,-0.082570,0.002559
2.280000,0.135729,0.372990,1.018547,-1.599595,0.224413,0.029009,0.090967,1.018547,0.208291,0.028832,0.100000,1.069089,-0.002365,-0.457853,-0.084627,0.004377
2.290000,0.135555,0.364021,1.021504,-1.593327,0.224167,0.028938,0.091685,1.021504,0.208579,0.028747,0.100000,1.071488,-0.002491,-0.457519,-0.086670,0.006288
2.300000,0.135368,0.354885,1.024470,-1.586867,0.223916,0.028863,0.092409,1.024470,0.208866,0.028660,0.100000,1.073880,-0.002616,-0.456817,-0.088181,0.008734
2.310000,0.135168,0.345578,1.027435,-1.580215,0.223662,0.028785,0.093141,1.027435,0.209152,0.028570,0.100000,1.076265,-0.002740,-0.456211,-0.089591,0.011332
2.320000,0.134954,0.336094,1.030397,-1.573333,0.223404,0.028704,0.093879,1.030397,0.209437,0.028477,0.100000,1.078642,-0.002864,-0.455867,-0.091407,0.013636
2.330000,0.134727,0.326428,1.033365,-1.566200,0.223143,0.028620,0.094618,1.033365,0.209721,0.028381,0.100000,1.081011,-0.002986,-0.455481,-0.093486,0.015766
2.340000,0.134486,0.316578,1.036341,-1.558836,0.222876,0.028532,0.095362,1.036341,0.210005,0.028283,0.100000,1.083372,-0.003108,-0.454808,-0.095414,0.018069
2.350000,0.134232,0.306544,1.039321,-1.551257,0.222604,0.028441,0.096112,1.039321,0.210287,0.028181,0.100000,1.085724,-0.003230,-0.453958,-0.097156,0.020564
2.360000,0.133965,0.296322,1.042301,-1.543453,0.222327,0.028346,0.096869,1.042301,0.210568,0.028077,0.100000,1.088069,-0.003350,-0.453112,-0.098987,0.023000
2.370000,0.133685,0.285910,1.045283,-1.535410,0.222044,0.028248,0.097630,1.045283,0.210848,0.027970,0.100000,1.090404,-0.003470,-0.452207,-0.101021,0.025257
2.380000,0.133392,0.275310,1.048270,-1.527128,0.221755,0.028147,0.098396,1.048270,0.211128,0.027860,0.100000,1.092730,-0.003590,-0.451028,-0.103095,0.027440
2.390000,0.133086,0.264524,1.051263,-1.518625,0.221458,0.028042,0.099166,1.051263,0.211406,0.027747,0.100000,1.095047,-0.003709,-0.449473,-0.105063,0.029638
2.400000,0.132767,0.253558,1.054258,-1.509909,0.221155,0.027933,0.099941,1.054258,0.211683,0.027632,0.100000,1.097355,-0.003828,-0.447572,-0.106978,0.031764
2.410000,0.132435,0.242417,1.057256,-1.500984,0.220844,0.027821,0.100720,1.057256,0.211958,0.027514,0.100000,1.099652,-0.003947,-0.445303,-0.108950,0.033673
2.420000,0.132091,0.231115,1.060258,-1.491861,0.220525,0.027706,0.101501,1.060258,0.212233,0.027393,0.100000,1.101940,-0.004065,-0.442511,-0.110965,0.035309
2.430000,0.131733,0.219666,1.063265,-1.482560,0.220197,0.027586,0.102283,1.063265,0.212506,0.027269,0.100000,1.104218,-0.004184,-0.439009,-0.112927,0.036671
2.440000,0.131363,0.208095,1.066276,-1.473113,0.219861,0.027463,0.103065,1.066276,0.212778,0.027143,0.100000,1.106485,-0.004303,-0.434677,-0.114794,0.037706
2.450000,0.130980,0.196431,1.069292,-1.463552,0.219515,0.027337,0.103844,1.069292,0.213049,0.027013,0.100000,1.108741,-0.004423,-0.429433,-0.116601,0.038295
2.460000,0.130585,0.184711,1.072311,-1.453915,0.219160,0.027207,0.104618,1.072311,0.213318,0.026882,0.100000,1.110987,-0.004543,-0.423168,-0.118380,0.038315
2.470000,0.130178,0.172983,1.075334,-1.444254,0.218796,0.027073,0.105381,1.075334,0.213587,0.026747,0.100000,1.113222,-0.004665,-0.415753,-0.120114,0.037685
2.480000,0.129758,0.161305,1.078361,-1.434631,0.218423,0.026936,0.106130,1.078361,0.213853,0.026610,0.100000,1.115445,-0.004788,-0.407117,-0.121779,0.036347
2.490000,0.129325,0.149747,1.081390,-1.425116,0.218042,0.026796,0.106860,1.081390,0.214119,0.026470,0.100000,1.117656,-0.004912,-0.397299,-0.123397,0.034236
2.500000,0.128881,0.138386,1.084419,-1.415788,0.217654,0.026653,0.107563,1.084419,0.214383,0.026327,0.100000,1.119856,-0.005037,-0.386444,-0.125024,0.031299
2.510000,0.128424,0.127312,1.087445,-1.406729,0.217261,0.026506,0.108234,1.087445,0.214645,0.026182,0.100000,1.122044,-0.005164,-0.374782,-0.126715,0.027534
2.520000,0.127955,0.116618,1.090465,-1.398024,0.216864,0.026357,0.108863,1.090465,0.214906,0.026035,0.100000,1.124220,-0.005292,-0.362628,-0.128505,0.022999
2.530000,0.127474,0.106397,1.093472,-1.389757,0.216468,0.026206,0.109443,1.093472,0.215166,0.025884,0.100000,1.126383,-0.005420,-0.350369,-0.130419,0.017799
2.540000,0.126981,0.096741,1.096458,-1.381999,0.216073,0.026054,0.109967,1.096458,0.215424,0.025731,0.100000,1.128534,-0.005548,-0.338418,-0.132474,0.012072
2.550000,0.126476,0.087728,1.099414,-1.374811,0.215685,0.025899,0.110427,1.099414,0.215681,0.025576,0.100000,1.130672,-0.005674,-0.327139,-0.134661,0.005979
2.560000,0.125959,0.079421,1.102329,-1.368233,0.215305,0.025744,0.110820,1.102329,0.215936,0.025418,0.100000,1.132797,-0.005800,-0.316790,-0.136931,-0.000305
2.570000,0.125430,0.071864,1.105194,-1.362288,0.214938,0.025589,0.111140,1.105194,0.216189,0.025257,0.100000,1.134908,-0.005924,-0.307503,-0.139205,-0.006612
2.580000,0.124889,0.065077,1.107996,-1.356981,0.214586,0.025433,0.111389,1.107996,0.216441,0.025094,0.100000,1.137006,-0.006046,-0.299297,-0.141396,-0.012793
2.590000,0.124336,0.059061,1.110728,-1.352300,0.214250,0.025277,0.111566,1.110728,0.216691,0.024928,0.100000,1.139090,-0.006166,-0.292114,-0.143434,-0.018736
2.600000,0.123772,0.053796,1.113384,-1.348222,0.213932,0.025122,0.111675,1.113384,0.216939,0.024760,0.100000,1.141161,-0.006284,-0.285858,-0.145274,-0.024365
2.610000,0.123196,0.049250,1.115960,-1.344714,0.213633,0.024967,0.111720,1.115960,0.217186,0.024589,0.100000,1.143217,-0.006400,-0.280425,-0.146897,-0.029630
2.620000,0.122608,0.045379,1.118455,-1.341740,0.213352,0.024812,0.111705,1.118455,0.217431,0.024416,0.100000,1.145259,-0.006515,-0.275719,-0.148300,-0.034506
2.630000,0.122008,0.042136,1.120871,-1.339259,0.213088,0.024657,0.111636,1.120871,0.217674,0.024241,0.100000,1.147286,-0.006629,-0.271662,-0.149495,-0.038984
2.640000,0.121397,0.039469,1.123212,-1.337232,0.212842,0.024502,0.111519,1.123212,0.217916,0.024063,0.100000,1.149299,-0.006741,-0.268188,-0.150497,-0.043068
2.650000,0.120775,0.037325,1.125480,-1.335617,0.212610,0.024347,0.111359,1.125480,0.218156,0.023883,0.100000,1.151297,-0.006852,-0.265240,-0.151321,-0.046767
2.660000,0.120142,0.035653,1.127681,-1.334376,0.212393,0.024192,0.111161,1.127681,0.218394,0.023700,0.100000,1.153279,-0.006961,-0.262763,-0.151982,-0.050099
2.670000,0.119497,0.034403,1.129819,-1.333470,0.212188,0.024036,0.110931,1.129819,0.218630,0.023515,0.100000,1.155246,-0.007070,-0.260706,-0.152493,-0.053080
2.680000,0.118841,0.033527,1.131899,-1.332864,0.211995,0.023880,0.110672,1.131899,0.218864,0.023327,0.100000,1.157198,-0.007177,-0.259022,-0.152867,-0.055731
2.690000,0.118174,0.032980,1.133925,-1.332524,0.211812,0.023723,0.110389,1.133925,0.219096,0.023137,0.100000,1.159134,-0.007284,-0.257665,-0.153117,-0.058076
2.700000,0.117497,0.032721,1.135901,-1.332418,0.211638,0.023565,0.110086,1.135901,0.219327,0.022945,0.100000,1.161054,-0.007389,-0.256595,-0.153258,-0.060137
2.710000,0.116809,0.032709,1.137831,-1.332517,0.211472,0.023407,0.109767,1.137831,0.219555,0.022751,0.100000,1.162958,-0.007493,-0.255773,-0.153301,-0.061938
2.720000,0.116110,0.032910,1.139720,-1.332796,0.211313,0.023247,0.109436,1.139720,0.219782,0.022554,0.100000,1.164846,-0.007597,-0.255163,-0.153258,-0.063502
2.730000,0.115400,0.033291,1.141571,-1.333228,0.211160,0.023086,0.109094,1.141571,0.220006,0.022355,0.100000,1.166717,-0.007699,-0.254733,-0.153140,-0.064851
2.740000,0.114680,0.033821,1.143387,-1.333792,0.211012,0.022923,0.108745,1.143387,0.220229,0.022154,0.100000,1.168572,-0.007801,-0.254454,-0.152957,-0.066008
2.750000,0.113949,0.034475,1.145171,-1.334468,0.210868,0.022759,0.108392,1.145171,0.220449,0.021951,0.100000,1.170410,-0.007901,-0.254300,-0.152719,-0.066993
2.760000,0.113209,0.035228,1.146927,-1.335239,0.210727,0.022594,0.108036,1.146927,0.220668,0.021745,0.100000,1.172230,-0.008001,-0.254247,-0.152433,-0.067825
2.770000,0.112458,0.036060,1.148656,-1.336088,0.210589,0.022427,0.107679,1.148656,0.220884,0.021537,0.100000,1.174034,-0.008099,-0.254275,-0.152107,-0.068523
2.780000,0.111696,0.036952,1.150361,-1.337003,0.210454,0.022259,0.107323,1.150361,0.221098,0.021327,0.100000,1.175820,-0.008197,-0.254366,-0.151748,-0.069104
2.790000,0.110925,0.037888,1.152043,-1.337970,0.210320,0.022089,0.106969,1.152043,0.221311,0.021115,0.100000,1.177588,-0.008293,-0.254506,-0.151363,-0.069584
2.800000,0.110144,0.038855,1.153706,-1.338980,0.210188,0.021918,0.106619,1.153706,0.221521,0.020901,0.100000,1.179339,-0.008389,-0.254680,-0.150957,-0.069975
2.810000,0.109353,0.039840,1.155349,-1.340023,0.210058,0.021745,0.106273,1.155349,0.221729,0.020685,0.100000,1.181072,-0.008484,-0.254879,-0.150536,-0.070291
2.820000,0.108552,0.040833,1.156975,-1.341091,0.209928,0.021570,0.105932,1.156975,0.221934,0.020467,0.100000,1.182786,-0.008578,-0.255094,-0.150103,-0.070543
2.830000,0.107742,0.041827,1.158584,-1.342179,0.209798,0.021394,0.105596,1.158584,0.222138,0.020246,0.100000,1.184483,-0.008671,-0.255316,-0.149662,-0.070740
2.840000,0.106922,0.042814,1.160177,-1.343280,0.209670,0.021216,0.105267,1.160177,0.222339,0.020024,0.100000,1.186161,-0.008763,-0.255541,-0.149218,-0.070892
2.850000,0.106093,0.043788,1.161756,-1.344391,0.209541,0.021037,0.104945,1.161756,0.222538,0.019799,0.100000,1.187820,-0.008854,-0.255763,-0.148771,-0.071005
